qmof_id,name,analysis_bin,primary_metal,outputs.hse06.bandgap,zeo_pld,zeo_lcd,zeo_density,zeo_volume,zeo_natoms
qmof-ccb2028,PEPBAP_FSR,bandgap_2.0_to_2.5eV,Cd,2.435667,1.0894,2.05106,3.744421819,789.9088465,48
qmof-ac3c21a,QEJLOJ_FSR,bandgap_2.0_to_2.5eV,Cu,2.324291,1.16227,1.97254,2.569365023,733.9022734,68
qmof-16cda91,HEYREL_FSR,bandgap_2.0_to_2.5eV,Cu,2.394852,1.51933,2.16759,1.662948628,688.7475779,70
qmof-a6c82f9,QAVBEW_FSR,bandgap_2.0_to_2.5eV,Mn,2.336212,0.85686,1.75,1.799980119,599.9134214,54
qmof-6fe62e0,KOGNIE_FSR,bandgap_2.0_to_2.5eV,Cu,2.270498,1.60911,2.67898,2.047084352,959.4823975,92
qmof-edd39e3,FELFUA_FSR,bandgap_2.0_to_2.5eV,Cu,2.25578,1.03031,1.99593,1.809152162,443.6923875,40
qmof-f2e90e4,IRIPIJ_FSR,bandgap_2.0_to_2.5eV,Ag,2.496748,1.01581,1.83711,1.950718175,1546.450466,140
qmof-12d3e65,NEXLIN_FSR,bandgap_2.0_to_2.5eV,Fe,2.467011,0.82549,1.93712,1.82363053,474.5361312,47
qmof-8aecaef,BELCUT_FSR,bandgap_2.0_to_2.5eV,Mn,2.012266,3.07397,3.22614,1.724458063,861.4682229,86
qmof-9d07fdc,ROGSUE_FSR,bandgap_2.0_to_2.5eV,Cu,2.41195,1.09809,2.29253,1.829495183,506.8841204,44
qmof-3a4a4ef,IRIWIP_FSR,bandgap_2.5_to_3.0eV,Cu,2.827562,0.92821,1.97206,1.739134763,465.5567318,46
qmof-6707d22,XANKED_FSR,bandgap_2.5_to_3.0eV,Cu,2.538614,0.81778,1.94585,2.582098479,426.3668498,38
qmof-33414d4,FOBGEJ_FSR,bandgap_2.5_to_3.0eV,Mn,2.788286,1.3241,2.00111,1.576036032,955.3160491,104
qmof-ead21d1,CIDGON_FSR,bandgap_2.5_to_3.0eV,Cd,2.783184,0.77802,2.66427,1.78278025,1156.55901,122
qmof-9852a98,VEJLUU_FSR,bandgap_2.5_to_3.0eV,Mn,2.997328,1.05055,1.68071,1.907631904,416.0133107,36
qmof-bdb54d3,UYENOC_FSR,bandgap_2.5_to_3.0eV,Co,2.668802,0.74578,1.80305,1.904980774,491.6086854,50
qmof-30fdc38,NUCDAR_FSR,bandgap_2.5_to_3.0eV,Mn,2.735156,0.98707,1.94034,1.496058982,752.1246643,73
qmof-5bab3c6,CUCPYO12_FSR,bandgap_2.5_to_3.0eV,Cu,2.994656,0.882,1.95722,2.044987121,745.586899,60
qmof-5b4883b,HABGEX_FSR,bandgap_2.5_to_3.0eV,Cs,2.871849,0.79681,1.75218,2.558479169,726.8529684,56
qmof-52cd170,RICLIA_FSR,bandgap_2.5_to_3.0eV,Cu,2.98778,1.98314,3.20019,1.541037533,1323.18117,126
qmof-77a1ed6,VERHAB_FSR,bandgap_2.5_to_3.0eV,Mo,2.761219,0.96532,1.93161,1.831582288,524.1998314,54
qmof-53f3394,EDURUT_FSR,bandgap_2.5_to_3.0eV,Au,2.985016,1.10831,2.60873,2.914256875,913.3155606,76
qmof-4e4607a,WUJFEN_FSR,bandgap_2.5_to_3.0eV,Cu,2.896307,0.85937,1.41758,2.662816642,804.5991659,64
qmof-95ecaaa,EJAWUH_FSR,bandgap_2.5_to_3.0eV,Fe,2.652738,1.13172,2.37874,1.479374131,1231.193098,128
qmof-f0dfa44,OFUZUL_FSR,bandgap_2.5_to_3.0eV,Cu,2.789891,1.19106,1.40122,2.615915238,334.1584629,32
qmof-314b33f,SAQSAF03_FSR,bandgap_2.5_to_3.0eV,Cu,2.543967,0.81296,1.69306,2.312386323,1587.12982,112
qmof-e9e813b,LUYRAA_FSR,bandgap_2.5_to_3.0eV,Mo,2.887239,0.97371,2.05963,2.386724546,697.2358104,62
qmof-75577f5,DURTEQ_FSR,bandgap_2.5_to_3.0eV,Na,2.577438,1.52967,2.62136,1.724270831,848.0733819,84
qmof-49c91df,DAXZOU_FSR,bandgap_2.5_to_3.0eV,Hg,2.934925,1.2402,3.10128,2.247718018,1484.194395,134
qmof-9df353e,COGLOA_FSR,bandgap_2.5_to_3.0eV,Cu,2.561127,1.08601,2.63103,2.814289548,1001.052947,80
qmof-e37213a,IHAMUA_FSR,bandgap_2.5_to_3.0eV,Cu,2.77631,2.19272,4.11078,1.539062868,1404.666396,100
qmof-49f5ae1,GEHSER01_FSR,bandgap_2.5_to_3.0eV,Cu,2.678683,0.88616,2.06248,2.557534172,499.6959327,34
qmof-a6c2dc0,QOXBUC_FSR,bandgap_2.5_to_3.0eV,Cu,2.934213,0.97588,2.16312,1.903560919,796.2239632,74
qmof-1ca4ac2,GIJDEI_FSR,bandgap_2.5_to_3.0eV,Cu,2.866054,1.72237,4.3042,1.689685123,1554.007788,118
qmof-3db4dff,EJINOB_FSR,bandgap_2.5_to_3.0eV,Zn,2.965317,0.84867,1.88196,1.811080635,840.2342701,84
qmof-d265887,MUVBAI_FSR,bandgap_2.5_to_3.0eV,Na,2.786337,0.97718,2.52434,1.730440143,975.4935923,96
qmof-3e2c2de,FACTOV_FSR,bandgap_2.5_to_3.0eV,Ag,2.840665,1.18403,1.84682,2.235402124,649.4388714,64
qmof-25af73a,ROBNIG_FSR,bandgap_2.5_to_3.0eV,Cu,2.985736,1.51826,2.49633,1.597966284,897.4405021,90
qmof-9d5a46c,DOKPAV_FSR,bandgap_2.5_to_3.0eV,K,2.693447,1.24633,2.43082,1.514104289,1176.732977,114
qmof-3b44779,HEXTEK_FSR,bandgap_2.5_to_3.0eV,Na,2.60143,1.28509,1.7322,1.644666775,363.6640276,34
qmof-4577c03,LOVQUI_FSR,bandgap_2.5_to_3.0eV,Zn,2.82186,1.30671,3.37351,1.501120362,1473.541163,138
qmof-70585b5,OPITOY_FSR,bandgap_2.5_to_3.0eV,W,2.58046,0.75613,1.86706,4.788116477,739.0283363,64
qmof-a583a54,NAVYIU_FSR,bandgap_2.5_to_3.0eV,Gd,2.92107,0.81276,1.7073,2.99369997,1005.72697,96
qmof-993d367,NUFFAX01_FSR,bandgap_2.5_to_3.0eV,Ag,2.90075,1.01778,2.57818,1.7859078,1469.489603,136
qmof-6a96bb3,HIXMIN_FSR,bandgap_2.5_to_3.0eV,Cd,2.571952,1.04687,3.18269,1.676834421,1249.523026,122
qmof-8cdca87,RAHREZ_FSR,bandgap_2.5_to_3.0eV,Cu,2.966114,0.85203,2.38909,1.811208202,983.3628946,83
qmof-a374762,DUNLIJ_FSR,bandgap_2.5_to_3.0eV,Cu,2.933621,1.60429,2.93821,2.442271686,951.411894,80
qmof-0a9c4b3,GEZVOY_FSR,bandgap_2.5_to_3.0eV,Ag,2.806478,0.86658,1.94451,2.178991361,1504.465067,144
qmof-d8b6b8f,TISLUD_FSR,bandgap_2.5_to_3.0eV,Ag,2.838385,0.73841,1.45072,3.181762599,830.4511001,64
qmof-b0bfb8e,KERVIP_FSR,bandgap_2.5_to_3.0eV,K,2.91318,1.0255,1.86307,1.741762505,1385.090085,100
qmof-a1a5849,QUPZIM01_FSR,bandgap_2.5_to_3.0eV,Fe,2.75343,8.17787,8.31611,0.925170256,947.9079561,50
qmof-64edccc,COCZOK_FSR,bandgap_2.5_to_3.0eV,Cu,2.655967,0.97846,1.78998,1.658679381,654.3632401,70
qmof-c895b41,RAWRUD_FSR,bandgap_2.5_to_3.0eV,Cu,2.847029,0.90889,2.74242,1.957115834,513.4197621,38
qmof-a92c7de,BUQQIP_FSR,bandgap_2.5_to_3.0eV,Na,2.942756,0.63931,1.5072,1.881302711,1109.124987,112
qmof-dee632b,FAZWOS_FSR,bandgap_2.5_to_3.0eV,Cu,2.918871,0.9728,1.66918,1.865840292,683.9424929,64
qmof-39f92ad,HAFHII_FSR,bandgap_2.5_to_3.0eV,Zn,2.997017,1.56784,2.24002,1.804694142,1062.824638,86
qmof-a3aedc5,YABMOF_FSR,bandgap_2.5_to_3.0eV,Mn,2.948936,1.27116,1.80594,1.781611581,759.1349287,78
qmof-debe154,OYOHUG_FSR,bandgap_2.5_to_3.0eV,Co,2.954347,0.94957,1.93832,2.322646276,593.4435259,46
qmof-be8828b,RILDEV_FSR,bandgap_2.5_to_3.0eV,Ag,2.756952,1.14835,1.9213,1.960559198,1738.941553,148
qmof-9a141c9,IJEBEF_FSR,bandgap_2.5_to_3.0eV,Ag,2.947924,1.06996,1.78026,2.008284658,774.3548963,70
qmof-63d089a,SEHGOD_FSR,bandgap_3.0_to_3.5eV,Ni,3.4915,1.45313,2.67632,1.533774912,959.3480636,94
qmof-e8cc479,QUXZOZ_FSR,bandgap_3.0_to_3.5eV,Cd,3.336391,1.08161,1.88586,1.94234503,644.0182938,58
qmof-b7b79de,OJEPIE_FSR,bandgap_3.0_to_3.5eV,Hg,3.439938,1.31467,2.08888,3.235455469,908.8537108,80
qmof-504558f,HUJZIW_FSR,bandgap_3.0_to_3.5eV,Ag,3.353746,1.32383,1.96729,2.143722352,1013.51614,98
qmof-b760bf5,TUMTUQ_FSR,bandgap_3.0_to_3.5eV,Fe,3.055848,0.71424,1.55263,2.361439846,649.5247115,80
qmof-f67379e,MUJSIT_FSR,bandgap_3.0_to_3.5eV,V,3.454678,0.74378,1.68966,3.058024261,392.3313124,33
qmof-163215a,EVOLAC_FSR,bandgap_3.0_to_3.5eV,Ag,3.28552,0.61367,1.35966,3.045747923,983.3453274,88
qmof-b93ab48,CUNFOH01_FSR,bandgap_3.0_to_3.5eV,Cu,3.434127,5.62456,8.10227,1.708050146,2722.947538,128
qmof-ebae1e4,ALAGIF_FSR,bandgap_3.0_to_3.5eV,Cd,3.484603,1.08279,2.15218,1.912346193,1475.828827,136
qmof-6dd300b,COKYUW_FSR,bandgap_3.0_to_3.5eV,Cu,3.131023,1.05049,1.90937,1.923833903,614.8975349,52
qmof-71b2c0d,GOTYOF_FSR,bandgap_3.0_to_3.5eV,Cs,3.203836,0.81101,2.43153,2.022756285,791.7298508,70
qmof-4a746e9,QIRGED_FSR,bandgap_3.0_to_3.5eV,K,3.328379,0.34539,1.36288,2.01949229,757.0587917,68
qmof-ad5daef,WEFQUW_FSR,bandgap_3.0_to_3.5eV,Mo,3.255786,0.91833,2.09066,2.460533793,677.6542766,60
qmof-c42d864,PYXCDC_FSR,bandgap_3.0_to_3.5eV,Cd,3.152466,1.07086,2.1872,2.152824685,1084.450086,100
qmof-dc1402b,KEQPON_FSR,bandgap_3.0_to_3.5eV,Na,3.470699,1.01726,2.2313,1.531017969,1194.037761,130
qmof-81ffe5f,JOHWEK_FSR,bandgap_3.0_to_3.5eV,Organic_Only,3.210616,2.45882,2.87141,2.339796423,826.3962008,66
qmof-c5457b7,FEZMUT_FSR,bandgap_3.0_to_3.5eV,K,3.006022,0.92495,1.78421,1.406276363,889.0155804,98
qmof-2d58bb8,BIPLAN01_FSR,bandgap_3.0_to_3.5eV,Ag,3.322306,0.95886,1.79228,2.176234513,1172.649788,114
qmof-60a16fa,MOPFEC_FSR,bandgap_3.0_to_3.5eV,Cu,3.398172,2.10413,4.00676,2.138001406,1129.268717,88
qmof-9c38e24,HAFHAA_FSR,bandgap_3.0_to_3.5eV,Zn,3.005958,1.47183,2.39784,2.200476406,1140.014212,86
qmof-8de943d,AYERAX_FSR,bandgap_3.0_to_3.5eV,Cs,3.175372,0.96224,1.77781,2.048700939,1248.376847,108
qmof-8626bd6,UQAZAO_FSR,bandgap_3.0_to_3.5eV,Cu,3.325961,1.28323,2.0437,1.952054814,693.8232394,68
qmof-524d0bd,INIZEK_FSR,bandgap_3.0_to_3.5eV,Cd,3.426703,1.20184,2.00364,2.167449101,1240.341168,112
qmof-638e1d5,OJIWIP_FSR,bandgap_3.0_to_3.5eV,Cu,3.068472,1.15742,2.16844,2.014389619,773.4640905,72
qmof-80bbe89,GANRUL_FSR,bandgap_3.0_to_3.5eV,Cu,3.098467,1.02016,2.30423,2.158997878,837.1986264,74
qmof-f3dd1bc,CEBJAV_FSR,bandgap_3.0_to_3.5eV,Ag,3.037418,0.92237,1.86615,2.238676016,1193.513176,92
qmof-e0cfb23,EHOQOH01_FSR,bandgap_3.0_to_3.5eV,Cu,3.040111,0.82088,1.57505,2.183604504,340.0634333,31
qmof-55cc832,GEDCUP_FSR,bandgap_3.0_to_3.5eV,Na,3.128434,1.04853,1.78402,1.542341266,655.0140674,64
qmof-12858c4,LAMZUV_FSR,bandgap_3.0_to_3.5eV,Er,3.065147,1.16994,2.39994,1.680171809,1509.956967,140
qmof-e39683b,AZAYEH_FSR,bandgap_3.0_to_3.5eV,Li,3.10131,2.1831,3.00317,1.536155786,412.9214727,36
qmof-0fef828,GUWWUR_FSR,bandgap_3.0_to_3.5eV,Cu,3.051872,0.95399,1.60126,1.991873338,909.0942422,92
qmof-896e1e1,NOFREG_FSR,bandgap_3.0_to_3.5eV,Pb,3.265647,0.94012,2.0068,2.554443614,881.9493496,80
qmof-5d743e9,SENTIQ_FSR,bandgap_3.0_to_3.5eV,Cu,3.270666,1.08837,1.76781,2.17351372,784.5358639,80
qmof-f02d3e0,GIFXEA_FSR,bandgap_3.0_to_3.5eV,K,3.352006,0.6792,1.81893,1.583634681,835.5050654,84
qmof-78e92bb,WUHDUY_FSR,bandgap_3.0_to_3.5eV,K,3.470952,1.08643,2.55733,1.256359256,931.8360858,98
qmof-cb092ca,IMZCUC01_FSR,bandgap_3.0_to_3.5eV,Cu,3.402018,1.07761,2.20553,1.699119561,590.7210349,56
qmof-06f215e,YECPAA_FSR,bandgap_3.0_to_3.5eV,Na,3.049627,0.53123,1.31096,1.861334092,546.2359919,56
qmof-3404b3b,HADMOR_FSR,bandgap_3.0_to_3.5eV,Co,3.249765,1.25157,2.96627,1.791753598,1123.734705,100
qmof-8064b1f,ILAPOB_FSR,bandgap_3.0_to_3.5eV,Mo,3.317977,0.90703,2.2189,2.727859773,1425.541661,134
qmof-ffe63dd,SOJFEC_FSR,bandgap_3.0_to_3.5eV,Cu,3.030492,1.75402,2.11055,1.939639986,456.4329528,34
qmof-a0db6b2,BOJLIW_FSR,bandgap_3.0_to_3.5eV,Mn,3.099739,0.88105,3.70351,1.970397442,1421.285911,130
qmof-8ee15b0,DEJDAA_FSR,bandgap_3.0_to_3.5eV,Hg,3.139478,1.24508,2.09405,3.325252168,2071.94853,144
qmof-b1b5126,GIGXUS_FSR,bandgap_3.0_to_3.5eV,Na,3.431489,1.18594,2.84488,1.161120662,1185.735278,130
qmof-7ba728e,PASROS_FSR,bandgap_3.0_to_3.5eV,Cd,3.315082,1.15861,2.70105,1.866881864,1259.571206,119
qmof-b3afc61,WAMZIV_FSR,bandgap_3.0_to_3.5eV,Cd,3.196733,1.39378,1.86628,1.942712215,794.4335463,78
qmof-7d3020a,KECBAW_FSR,bandgap_3.0_to_3.5eV,Ni,3.17371,1.11742,2.59349,1.591779656,920.1625029,86
qmof-252e6ca,GEZVIS_FSR,bandgap_3.0_to_3.5eV,Ag,3.003897,0.87132,2.04208,2.102740754,1440.736899,140
qmof-7b10042,ROCRIL_FSR,bandgap_3.0_to_3.5eV,V,3.21207,1.04188,1.91067,2.341970592,1242.366238,116
qmof-ba17068,MICREW_FSR,bandgap_3.0_to_3.5eV,Cd,3.400883,1.04473,3.75053,1.724712089,1663.555502,144
qmof-905ce17,DULDOF_FSR,bandgap_3.0_to_3.5eV,Ag,3.464417,0.87068,2.12899,2.356692403,566.4949436,56
qmof-b4e92f2,CUYQIX_FSR,bandgap_3.5_to_4.0eV,Zn,3.936827,2.43513,3.31033,1.420563132,1345.675094,129
qmof-9b3fc80,OREMUU_FSR,bandgap_3.5_to_4.0eV,Cu,3.534469,0.98565,1.8322,1.910378572,353.0916558,28
qmof-dc6062c,DEMQAO_FSR,bandgap_3.5_to_4.0eV,Rb,3.744513,2.05283,2.95772,1.7916719,1537.548643,124
qmof-ce14def,CEFKEF_FSR,bandgap_3.5_to_4.0eV,Na,3.800414,1.09677,2.25171,1.23890071,1100.302172,120
qmof-7d62fb2,MADTOC_FSR,bandgap_3.5_to_4.0eV,Cu,3.63516,1.10933,2.02127,2.622788443,786.8077253,64
qmof-81a163c,BEGJAB_FSR,bandgap_3.5_to_4.0eV,Cd,3.963162,1.94005,3.14598,2.00301585,1487.740767,132
qmof-d9fa5cf,BUBCOS_FSR,bandgap_3.5_to_4.0eV,Zn,3.967869,3.39808,4.01712,1.742133632,906.1103454,81
qmof-d1d6882,RINRIR_FSR,bandgap_3.5_to_4.0eV,Ag,3.677753,0.7584,1.75598,2.398304315,887.4472556,84
qmof-7076722,RUKTIB_FSR,bandgap_3.5_to_4.0eV,Cu,3.635563,1.04523,2.36793,1.552978531,1299.38728,136
qmof-89941ae,PYNOCD_FSR,bandgap_3.5_to_4.0eV,Cd,3.645111,1.07298,2.10517,3.155451497,971.0668928,60
qmof-40df476,WUYWIX_FSR,bandgap_3.5_to_4.0eV,Cd,3.603991,1.44887,1.83993,2.407407863,1133.655933,68
qmof-0fa4d72,CAJTUD_FSR,bandgap_3.5_to_4.0eV,K,3.844204,0.54147,1.43477,2.013921874,541.4943003,40
qmof-eb82347,UCORAH_FSR,bandgap_3.5_to_4.0eV,Zn,3.846929,1.53657,2.17115,1.545319303,837.5192797,74
qmof-e268c52,HADMIL_FSR,bandgap_3.5_to_4.0eV,Co,3.826909,3.19248,3.8796,1.39905003,700.7605863,62
qmof-ad42031,NIXQOB_FSR,bandgap_3.5_to_4.0eV,Zn,3.908266,1.14823,3.36387,1.860203827,1406.832012,104
qmof-a442a79,WOQJIW03_FSR,bandgap_3.5_to_4.0eV,Zn,3.882763,1.34317,2.30726,2.701345703,600.1961385,50
qmof-f5f710d,DEMPER_FSR,bandgap_3.5_to_4.0eV,Li,3.841302,0.91394,1.80907,1.455021018,1265.435198,132
qmof-b10b92b,JEBCUP_FSR,bandgap_3.5_to_4.0eV,Ga,3.552748,0.87704,2.06067,2.017909688,728.916887,72
qmof-39d4547,PRCUDX_FSR,bandgap_3.5_to_4.0eV,Cu,3.877013,1.03823,1.79265,1.680359824,1002.987047,112
qmof-2461a2e,CANWAS_FSR,bandgap_3.5_to_4.0eV,Cd,3.764257,1.1844,2.26119,1.989468791,924.4283877,72
qmof-a12006c,SUFPAM_FSR,bandgap_3.5_to_4.0eV,Na,3.567768,0.93049,1.70763,1.836831245,763.3985485,80
qmof-0aec630,IHANIP_FSR,bandgap_3.5_to_4.0eV,Fe,3.840715,1.19789,1.79649,2.318195007,1256.259376,100
qmof-920e89b,BULZUE_FSR,bandgap_3.5_to_4.0eV,Cu,3.622953,1.28428,1.99403,1.765242818,1386.151879,136
qmof-d3b0421,AYAVAZ_FSR,bandgap_3.5_to_4.0eV,Pb,3.685771,0.77297,1.62225,4.056557271,605.3052855,56
qmof-bed05b6,CAVBUX_FSR,bandgap_3.5_to_4.0eV,Zn,3.631445,1.09649,2.16984,2.109196294,741.5961041,68
qmof-6645061,KEKMEU_FSR,bandgap_3.5_to_4.0eV,Ag,3.544987,0.87785,1.42269,3.444568553,856.5663775,88
qmof-3367507,BINXUS_FSR,bandgap_3.5_to_4.0eV,Ag,3.500452,1.08381,1.94404,1.986246264,949.9241346,108
qmof-1f24a35,FERDOY_FSR,bandgap_3.5_to_4.0eV,Zn,3.541434,0.96507,2.16658,1.949337709,1572.325158,150
qmof-309f598,FOWXOG01_FSR,bandgap_3.5_to_4.0eV,Cu,3.522858,1.12153,2.48216,2.867350793,1786.137929,124
qmof-deef83c,BUTTUG_FSR,bandgap_3.5_to_4.0eV,Organic_Only,3.717135,1.0495,1.86314,2.121949428,1033.755045,106
qmof-4c61e1e,BINROI_FSR,bandgap_3.5_to_4.0eV,Na,3.799645,1.14392,1.77311,1.547795558,1073.672621,112
qmof-a6c7492,PALRIG_FSR,bandgap_3.5_to_4.0eV,Cd,3.777502,1.0146,1.64365,2.017851463,1282.894529,104
qmof-263da4f,KOGXOU_FSR,bandgap_3.5_to_4.0eV,Ag,3.655117,1.23979,2.53498,2.114267165,1591.264944,120
qmof-7edf98b,GOTYIZ_FSR,bandgap_3.5_to_4.0eV,Cs,3.573518,0.87107,2.02934,1.85954465,1004.289544,102
qmof-86d10b6,CAGKON_FSR,bandgap_3.5_to_4.0eV,Na,3.594614,1.32116,2.49023,1.217129721,1390.197064,142
qmof-13dfbe2,VAJVAG_FSR,bandgap_3.5_to_4.0eV,Zn,3.732614,0.7652,1.68488,2.594436803,688.6416655,68
qmof-eacac19,LUNWAS_FSR,bandgap_3.5_to_4.0eV,Ag,3.94029,0.85543,2.18322,2.201681885,917.1694681,84
qmof-7b77cf8,EHEXEW_FSR,bandgap_3.5_to_4.0eV,Fe,3.585028,0.7945,1.42995,2.447557451,265.7021588,22
qmof-57d5556,XENREO_FSR,bandgap_3.5_to_4.0eV,K,3.602916,0.56079,1.26817,1.90612934,631.407225,60
qmof-968da45,MADWEU_FSR,bandgap_3.5_to_4.0eV,Cu,3.582865,3.15767,4.44531,1.432266323,1722.499322,144
qmof-a14eac3,BIPFOX_FSR,bandgap_3.5_to_4.0eV,Ag,3.766614,0.84496,1.7248,2.858024233,749.8834627,72
qmof-10d06b5,CELVIB_FSR,bandgap_3.5_to_4.0eV,Cd,3.506605,2.88133,4.25251,1.595422557,1869.009402,132
qmof-f83cbe5,KELLAR_FSR,bandgap_3.5_to_4.0eV,Cs,3.959645,0.87514,1.35006,3.082912321,892.6469323,68
qmof-f734d57,LEVPAG_FSR,bandgap_3.5_to_4.0eV,Cu,3.538998,0.95929,2.49107,2.539110968,1068.05792,94
qmof-f57d767,PEBKIR_FSR,bandgap_3.5_to_4.0eV,Cu,3.52492,1.5468,2.88489,1.546811393,946.5147245,94
qmof-f9f0858,RBHSQU01_FSR,bandgap_3.5_to_4.0eV,Rb,3.977537,0.65699,1.59699,2.449698326,538.260246,40
qmof-ef62024,ECOXAX_FSR,bandgap_3.5_to_4.0eV,Cr,3.64723,1.00618,1.75041,1.480041657,880.4285972,102
qmof-9f4492d,HOBPAQ_FSR,bandgap_3.5_to_4.0eV,Ga,3.622744,1.14226,2.9965,2.93320418,1754.141627,140
qmof-e75ded3,SAFGEN_FSR,bandgap_3.5_to_4.0eV,K,3.564757,0.76789,1.83645,1.944063257,970.4183783,90
qmof-84604c2,GUYHOX_FSR,bandgap_3.5_to_4.0eV,Cd,3.646102,1.22627,2.38927,1.945121841,1725.376414,140
qmof-8f40bf6,CECROS_FSR,bandgap_4.0_to_4.5eV,Cd,4.46231,1.21867,2.46188,2.038054739,1220.742149,108
qmof-d1ca0dc,CENSUJ_FSR,bandgap_4.0_to_4.5eV,Ag,4.004374,0.81205,1.71161,2.055501525,882.5083146,84
qmof-893d0b0,JETJAW_FSR,bandgap_4.0_to_4.5eV,Co,4.30433,1.63647,3.01563,1.930389898,1450.349275,120
qmof-a0aca25,FAJNUZ_FSR,bandgap_4.0_to_4.5eV,Hg,4.097443,0.96671,1.63378,2.773468238,514.6386525,44
qmof-e9cc368,PAXKIL_FSR,bandgap_4.0_to_4.5eV,Cd,4.38514,0.57809,1.81625,3.44204406,481.2695077,46
qmof-201a793,MERXIR_FSR,bandgap_4.0_to_4.5eV,K,4.451317,1.03161,1.74334,1.391857249,922.3410975,92
qmof-ba5b808,BEGHAZ_FSR,bandgap_4.0_to_4.5eV,Cd,4.084263,0.81743,1.67491,2.247527597,668.8327191,66
qmof-94cbfb4,MUWFEP_FSR,bandgap_4.0_to_4.5eV,Ag,4.175519,1.5475,2.86335,2.052716076,971.0741526,100
qmof-18ee42c,MISLAC_FSR,bandgap_4.0_to_4.5eV,Zn,4.286035,2.00946,3.31473,1.746303904,1439.049967,146
qmof-5a932f7,IWEQIK_FSR,bandgap_4.0_to_4.5eV,Ga,4.224515,1.0175,1.62389,2.721649339,349.885834,32
qmof-2393523,PIJYAL_FSR,bandgap_4.0_to_4.5eV,K,4.001334,1.22409,2.1657,1.278296257,879.5148405,100
qmof-8ed0fbc,DAYGOB_FSR,bandgap_4.0_to_4.5eV,K,4.271227,1.27542,1.84539,2.769498226,556.6388841,50
qmof-e6ff6a8,GISQOR_FSR,bandgap_4.0_to_4.5eV,Ag,4.206863,0.99109,2.01252,2.106278612,1059.683818,92
qmof-3abd6b1,MIDZIJ_FSR,bandgap_4.0_to_4.5eV,Hg,4.205812,1.3294,3.08381,1.784530712,1594.988355,146
qmof-508fff5,CAJTOX_FSR,bandgap_4.0_to_4.5eV,K,4.028197,0.35253,1.21579,2.155491269,956.345385,68
qmof-9556813,HADYAN_FSR,bandgap_4.0_to_4.5eV,Ag,4.065367,1.04767,1.99389,2.349668653,1781.473992,144
qmof-b13bcc9,MUTKUH01_FSR,bandgap_4.0_to_4.5eV,Au,4.089011,1.07236,1.77742,4.28602555,1227.548189,108
qmof-839f4a1,JOVWUM_FSR,bandgap_4.0_to_4.5eV,Cd,4.12424,0.916,1.92607,2.95335204,413.0536278,30
qmof-f857f84,QIFNIC_FSR,bandgap_4.0_to_4.5eV,Ag,4.123511,0.95957,1.7962,1.968133229,1313.566838,148
qmof-a160a88,AHERUC_FSR,bandgap_4.0_to_4.5eV,Fe,4.209421,1.00147,2.37592,1.905796455,1461.331365,126
qmof-6e89a67,KUXFAK_FSR,bandgap_4.0_to_4.5eV,Na,4.352021,0.78079,1.73932,1.982908648,611.2223771,65
qmof-be99418,BOJMIY_FSR,bandgap_4.0_to_4.5eV,Li,4.099958,0.98712,1.94531,1.544275824,1286.90627,126
qmof-82c1116,NUMZUR_FSR,bandgap_4.0_to_4.5eV,Ag,4.209208,0.83576,1.62822,3.077654907,975.2759843,84
qmof-8c04c0e,NORYAW_FSR,bandgap_4.0_to_4.5eV,Cu,4.220352,0.98662,2.35279,1.768953558,749.8456104,76
qmof-be391c1,CAYSEB01_FSR,bandgap_4.0_to_4.5eV,Zn,4.044617,1.15018,2.48316,1.695671887,1181.565532,108
qmof-7b9dc87,KOLLAZ_FSR,bandgap_4.0_to_4.5eV,Na,4.219791,0.98216,1.8475,1.438040856,1096.136697,116
qmof-aa18cd2,UFADIP_FSR,bandgap_4.0_to_4.5eV,Na,4.414304,0.85727,1.94104,2.142513495,1097.40196,86
qmof-a1f00d0,KAVSIL_FSR,bandgap_4.0_to_4.5eV,Cd,4.250652,0.97065,1.56338,2.771793503,756.7629724,63
qmof-9d96a3f,DICHUV_FSR,bandgap_4.0_to_4.5eV,Na,4.034457,0.96224,1.87603,1.467362883,1169.38526,120
qmof-3eecf64,HUSQOC_FSR,bandgap_4.0_to_4.5eV,Mo,4.321457,1.34222,2.83855,2.364781979,630.6840319,62
qmof-717573d,RIQGOQ01_FSR,bandgap_4.0_to_4.5eV,Cu,4.079608,1.29532,2.33471,2.444006779,882.4840272,76
qmof-c2973f6,BEHWIU_FSR,bandgap_4.0_to_4.5eV,Na,4.021742,2.07954,2.70268,1.448828975,1092.205314,108
qmof-288158a,IQOLEF_FSR,bandgap_4.0_to_4.5eV,Ag,4.347247,0.81459,2.2412,2.29077333,1174.840659,100
qmof-c064653,KOBGEO_FSR,bandgap_4.0_to_4.5eV,Cu,4.248377,0.99063,1.92215,2.055015275,755.8567737,74
qmof-96226c0,JUCRII_FSR,bandgap_4.0_to_4.5eV,Zn,4.458005,1.13486,1.81893,1.646955141,1034.874762,96
qmof-4dfba06,NESFAT_FSR,bandgap_4.0_to_4.5eV,Cd,4.229093,0.84309,1.53551,2.386122572,476.959485,42
qmof-bfa6f76,HOPCAQ_FSR,bandgap_4.0_to_4.5eV,Cd,4.2997,1.10427,2.41922,2.019080577,671.9554936,60
qmof-ae70be0,NADWOG_FSR,bandgap_4.0_to_4.5eV,Zn,4.29772,1.31141,2.09793,1.804855282,643.3178852,66
