qmof_id,name,analysis_bin,val_fold,primary_metal,linker_scaffold
qmof-334586a,AVOBUK_FSR,bandgap_3.0_to_3.5eV,3,Co,S=C1[N]N=NN1c1ccccc1
qmof-e8e4106,AVOFUM_FSR,bandgap_3.0_to_3.5eV,3,Ag,c1ccccc1
qmof-f0f7453,AVOGAT01_FSR,bandgap_3.0_to_3.5eV,4,Ag,c1ccccc1
qmof-c326e40,XAZDAG_FSR,bandgap_3.0_to_3.5eV,1,Ag,c1ccc(-c2nnc(-c3cccnc3)n2-c2ccncc2)nc1
qmof-16e1e21,XECGOD_FSR,bandgap_3.0_to_3.5eV,3,Ni,
qmof-5b4423d,TUYPEK_FSR,bandgap_3.0_to_3.5eV,5,Cu,O=c1ccn(-c2ccccc2)cc1.c1cc(-c2ccncc2)ccn1
qmof-3c5c124,CUYDAC_FSR,bandgap_3.0_to_3.5eV,1,Cu,c1ccc2[nH]cnc2c1
qmof-7c78d2a,CUYDUW_FSR,bandgap_3.0_to_3.5eV,4,Hg,
qmof-c4408a8,CUYSUL_FSR,bandgap_3.0_to_3.5eV,2,Cu,c1ccc2c(c1)ncn2CCCCCCn1cnc2ccccc21
qmof-a5ad549,QOWCOV_FSR,bandgap_3.0_to_3.5eV,5,Zn,c1ccc(-c2nc3ccccc3[nH]2)nc1.c1ccccc1
qmof-6c38eb4,QOZHEU01_FSR,bandgap_3.0_to_3.5eV,4,Ni,c1cc(-c2ccncc2)ccn1.c1ccc(-c2ccccc2)cc1
qmof-f53ca26,QUJBIH_FSR,bandgap_3.0_to_3.5eV,1,Cu,c1ccc2scnc2c1
qmof-403e9cb,LATJEW_FSR,bandgap_3.0_to_3.5eV,1,Co,c1ccccc1
qmof-8d3595d,LAVDUK_FSR,bandgap_3.0_to_3.5eV,4,Sr,c1ccc(-c2ncc[nH]2)cc1.c1ccccc1
qmof-9054b9c,LAVHAT_FSR,bandgap_3.0_to_3.5eV,2,Mg,C(=Cc1ccccc1)c1ccccc1
qmof-c6bc0b3,FUGGIZ_FSR,bandgap_3.0_to_3.5eV,2,Cu,[CH]1C=CC(c2ccccc2)=CN1
qmof-a95989e,LARMID_FSR,bandgap_3.0_to_3.5eV,4,Pr,c1ccccc1
qmof-ae934b7,LARNOI_FSR,bandgap_3.0_to_3.5eV,3,Ag,c1ccc(-c2nnc(-c3ccccc3)o2)cc1
qmof-9722aa8,LARRUS01_FSR,bandgap_3.0_to_3.5eV,1,V,
qmof-d7ece7a,LECXOI_FSR,bandgap_3.0_to_3.5eV,2,Mo,
qmof-009916a,LECYUP_FSR,bandgap_3.0_to_3.5eV,5,Dy,c1ccc2ncccc2c1
qmof-63c56ae,QUKTUM_FSR,bandgap_3.0_to_3.5eV,5,Cu,
qmof-538e5ff,QUBPUY_FSR,bandgap_3.0_to_3.5eV,4,Tl,
qmof-15bcb48,QUCFEA_FSR,bandgap_3.0_to_3.5eV,5,Cd,
qmof-30918ed,CUWNEO_FSR,bandgap_3.0_to_3.5eV,4,Ag,c1ccc2[nH]c(-c3ccncc3)nc2c1
qmof-5ce13e6,TUYWEQ_FSR,bandgap_3.0_to_3.5eV,4,Ag,c1cnccn1
qmof-4e2bea2,TUZNAE_FSR,bandgap_3.0_to_3.5eV,2,Mn,c1ccccc1
qmof-42663e9,GACSOS01_FSR,bandgap_3.0_to_3.5eV,4,Er,c1ccccc1
qmof-410f77a,GACTIQ_FSR,bandgap_3.0_to_3.5eV,1,Na,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
qmof-f8e972c,LAPRUS_FSR,bandgap_3.0_to_3.5eV,5,Cd,[CH]1C=NC=N1
qmof-eb646da,LARGIX_FSR,bandgap_3.0_to_3.5eV,1,Zn,
qmof-b3d726d,FURSIV01_FSR,bandgap_3.0_to_3.5eV,1,Ag,
qmof-e0c96d6,FURYIB_FSR,bandgap_3.0_to_3.5eV,4,Cu,
qmof-12858c4,LAMZUV_FSR,bandgap_3.0_to_3.5eV,3,Er,[CH]1C=CC=CC=C1.[CH]1C=CC=CC=C1.[CH]1C=CC=CC=C1
qmof-72c22fc,LAPQID_FSR,bandgap_3.0_to_3.5eV,1,Ag,C(=NN=Cc1cccnc1)c1cccnc1
qmof-702a0a9,ATEREY_FSR,bandgap_3.0_to_3.5eV,3,Cd,
qmof-bbea870,ATIBOU_FSR,bandgap_3.0_to_3.5eV,1,Mn,
qmof-b4a483b,AVAJUD_FSR,bandgap_3.0_to_3.5eV,3,Pb,
qmof-5680067,XEJCIB_FSR,bandgap_3.0_to_3.5eV,5,Cd,
qmof-7bd6cd4,XEJCOH_FSR,bandgap_3.0_to_3.5eV,1,Cd,
qmof-09988a9,XEJDEY_FSR,bandgap_3.0_to_3.5eV,5,Cd,
qmof-e5ef965,XEJWUG_FSR,bandgap_3.0_to_3.5eV,2,Co,c1cc(-c2ccncc2)ccn1
qmof-fc5594c,XEKDAU_FSR,bandgap_3.0_to_3.5eV,4,Ag,c1ccccc1
qmof-64828d7,LAKBEF_FSR,bandgap_3.0_to_3.5eV,2,Na,
qmof-8cd108f,LALBOR_FSR,bandgap_3.0_to_3.5eV,3,Cu,
qmof-e7ba782,FUZYUV_FSR,bandgap_3.0_to_3.5eV,3,Cd,C(=Cc1ccncc1)c1ccncc1.c1ccc(Oc2ccccc2)cc1
qmof-85e55eb,UBABUX_FSR,bandgap_3.0_to_3.5eV,4,Cu,C(=Cc1ccncc1)c1ccncc1
qmof-8c2860b,UBEXEE_FSR,bandgap_3.0_to_3.5eV,5,Mo,
qmof-5ef8b71,BOZZOH_FSR,bandgap_3.0_to_3.5eV,2,Ag,
qmof-c631f72,BUBFAH_FSR,bandgap_3.0_to_3.5eV,5,Co,O=C(Nc1cccnc1)C(=O)Nc1cccnc1.c1ccccc1
qmof-7e03401,BUBZAB_FSR,bandgap_3.0_to_3.5eV,4,Hg,
qmof-19ecdb0,BUCTEZ_FSR,bandgap_3.0_to_3.5eV,4,Co,
qmof-9d2f08c,BUCVEB_FSR,bandgap_3.0_to_3.5eV,4,Ni,c1cncnc1
qmof-cb12c69,TULXUV_FSR,bandgap_3.0_to_3.5eV,4,Cu,c1ccccc1
qmof-b760bf5,TUMTUQ_FSR,bandgap_3.0_to_3.5eV,2,Fe,
qmof-323f418,QULKOY_FSR,bandgap_3.0_to_3.5eV,5,Ag,O=c1ccocc1
qmof-5495921,QULNES_FSR,bandgap_3.0_to_3.5eV,5,Cu,
qmof-3ab376e,GAKTIW01_FSR,bandgap_3.0_to_3.5eV,5,Zn,
qmof-14bc551,KULLOU_FSR,bandgap_3.0_to_3.5eV,5,Cs,O=C1NC(=O)c2cccc3cccc1c23
qmof-d6ec333,LADFIH_FSR,bandgap_3.0_to_3.5eV,2,Cd,c1ccccc1
qmof-12e8c32,LADHAB_FSR,bandgap_3.0_to_3.5eV,5,Cu,c1cc(-c2ccncc2)ccn1.c1ccccc1
qmof-d8d2250,LADTAO_FSR,bandgap_3.0_to_3.5eV,4,Zn,c1ccc(-c2ccccc2)cc1
qmof-bcb167f,GAGWUH01_FSR,bandgap_3.0_to_3.5eV,5,Ni,c1ccc(-c2ccccn2)nc1
qmof-57e6787,KUYPAW_FSR,bandgap_3.0_to_3.5eV,4,Co,
qmof-342ad08,KUQXUQ_FSR,bandgap_3.0_to_3.5eV,4,Cu,
qmof-4be7f74,XELVIW_FSR,bandgap_3.0_to_3.5eV,1,Mn,[CH]1N=C[N]N1
qmof-d08e9e3,XELZIA_FSR,bandgap_3.0_to_3.5eV,5,Cu,
qmof-93bb2c9,XEMHIJ_FSR,bandgap_3.0_to_3.5eV,5,Cu,c1cncc(C2=NN=N[N]2)c1
qmof-fcd2fa6,XEWGUD_FSR,bandgap_3.0_to_3.5eV,2,Zn,c1cncc(-c2cccc(-c3cccnc3)n2)c1
qmof-b5ec64a,ASISOK_FSR,bandgap_3.0_to_3.5eV,5,K,
qmof-a219073,XENRAK_FSR,bandgap_3.0_to_3.5eV,2,Na,
qmof-254955f,XENTUH_FSR,bandgap_3.0_to_3.5eV,4,Ag,C1=CN=C(c2ccncc2)[N]1.[CH]1C=NC(c2ccncc2)=N1
qmof-e12721f,XEPMAI01_FSR,bandgap_3.0_to_3.5eV,4,Pb,
qmof-edcf7ff,XELHUT_FSR,bandgap_3.0_to_3.5eV,3,Cd,C(=Nn1cnnc1)c1ccncc1
qmof-5a36ead,KURSIB_FSR,bandgap_3.0_to_3.5eV,5,Cd,c1ccc([N][N]c2ccccc2)cc1
qmof-e0d16c1,KUSDAE_FSR,bandgap_3.0_to_3.5eV,1,Organic_Only,c1ccc(Oc2ccccc2)cc1
qmof-bf1e290,GAHBEX_FSR,bandgap_3.0_to_3.5eV,5,Na,
qmof-5ce863d,GAKHAD01_FSR,bandgap_3.0_to_3.5eV,1,Zn,S=c1cccc[nH]1
qmof-5d3e22d,CUSRIS_FSR,bandgap_3.0_to_3.5eV,1,Cd,c1ccc(N(c2ccc(N(c3ccncc3)c3ccncc3)cc2)c2ccccn2)nc1
qmof-d0ce9c9,CUSROY_FSR,bandgap_3.0_to_3.5eV,3,Cd,c1ccc(N(c2ccc(N(c3ccncc3)c3ccncc3)cc2)c2ccccn2)nc1
qmof-98d5ff0,QURDIR_FSR,bandgap_3.0_to_3.5eV,3,Zn,c1ccccc1
qmof-71094de,QURTII_FSR,bandgap_3.0_to_3.5eV,2,Ag,c1csnn1
qmof-afd8a66,QURZAF_FSR,bandgap_3.0_to_3.5eV,5,Cu,c1ccc2[nH]cnc2c1
qmof-fad850c,QURZEJ_FSR,bandgap_3.0_to_3.5eV,4,Cu,c1ccc2[nH]cnc2c1
qmof-4aba664,QUSLAS_FSR,bandgap_3.0_to_3.5eV,4,Na,c1ccccc1
qmof-10dcb6e,QUSSUU_FSR,bandgap_3.0_to_3.5eV,4,Mn,c1ccc2c(c1)ncn2Cc1ccc(Cn2cnc3ccccc32)cc1.c1ccc2ccccc2c1
qmof-c1b5346,CUQRIR_FSR,bandgap_3.0_to_3.5eV,5,Zn,C(=Cc1ccccc1)c1ccccc1.C1=NN=C[N]1
qmof-13a76dd,CUQRUD_FSR,bandgap_3.0_to_3.5eV,2,Zn,
qmof-106093e,KUDPEF_FSR,bandgap_3.0_to_3.5eV,2,Cd,c1ccccc1
qmof-59cc2cc,KUDWUD_FSR,bandgap_3.0_to_3.5eV,4,Zn,c1ccccc1
qmof-9b6dfb6,KUDZUF_FSR,bandgap_3.0_to_3.5eV,1,Cu,
qmof-fd921b0,GALTUJ02_FSR,bandgap_3.0_to_3.5eV,2,Co,
qmof-c3167f9,GAMVAU_FSR,bandgap_3.0_to_3.5eV,3,Cd,c1ccncc1
qmof-7fca3ad,KOXLUG_FSR,bandgap_3.0_to_3.5eV,5,Cu,c1ccncc1
qmof-954c057,KOYPAR_FSR,bandgap_3.0_to_3.5eV,1,Cu,
qmof-6a10907,KOZDOU01_FSR,bandgap_3.0_to_3.5eV,2,Zn,[CH]1C=C(c2ccncc2)C=CN1
qmof-6304adf,XICDOC01_FSR,bandgap_3.0_to_3.5eV,5,Zn,
qmof-1275915,XETGIN_FSR,bandgap_3.0_to_3.5eV,3,Cu,c1nnn[nH]1
qmof-87e33d0,CURNOU_FSR,bandgap_3.0_to_3.5eV,5,Bi,c1cnc2c(c1)ccc1cccnc12
qmof-8707b97,CUSQOX_FSR,bandgap_3.0_to_3.5eV,5,Cd,c1cc(N(c2ccncc2)c2ccc(N(c3ccncc3)c3ccncc3)cc2)ccn1
qmof-12c6f7b,QUPBEJ_FSR,bandgap_3.0_to_3.5eV,1,Fe,c1cc(-c2ccncc2)ccn1
qmof-ce52fe3,QUPZAE02_FSR,bandgap_3.0_to_3.5eV,2,Co,[CH]1N=NC=C1c1ccc(C2=CN=N[CH]2)cc1
qmof-402d188,QUSVOQ_FSR,bandgap_3.0_to_3.5eV,1,Co,c1ccc(Oc2ccccc2)cc1
qmof-0a1eaf1,QUTLAT_FSR,bandgap_3.0_to_3.5eV,5,Cu,c1cc(Nc2ccncc2)ccn1.c1ccccc1
qmof-8fe6d7b,QUTTIJ_FSR,bandgap_3.0_to_3.5eV,1,Co,c1cc(-c2ccncc2)ccn1
qmof-e6f8d75,QUVCEQ_FSR,bandgap_3.0_to_3.5eV,5,Co,[CH]1C=CC=CN1
qmof-b93ab48,CUNFOH01_FSR,bandgap_3.0_to_3.5eV,5,Cu,C1=NC=N[N]1
qmof-bacc955,CUNMUT_FSR,bandgap_3.0_to_3.5eV,2,Organic_Only,
qmof-ad2c0ca,CUOCTN01_FSR,bandgap_3.0_to_3.5eV,4,Cu,
qmof-c3ed545,KOBPEZ_FSR,bandgap_3.0_to_3.5eV,2,Cd,c1cncc([N][N]c2cccnc2)c1
qmof-26df13b,KOSKIO_FSR,bandgap_3.0_to_3.5eV,2,Co,c1ccccc1
qmof-ea9f3ea,KOSLUB_FSR,bandgap_3.0_to_3.5eV,2,Ni,c1ccccc1
qmof-f9535ab,GANMEP_FSR,bandgap_3.0_to_3.5eV,2,Zn,c1ccccc1
qmof-80bbe89,GANRUL_FSR,bandgap_3.0_to_3.5eV,1,Cu,c1ccc(-c2nnc[nH]2)cc1
qmof-9e59867,KOHZIS_FSR,bandgap_3.0_to_3.5eV,3,Ag,
qmof-49076f5,KOJLUR_FSR,bandgap_3.0_to_3.5eV,4,Cu,
qmof-7ff9d4f,KOJMED_FSR,bandgap_3.0_to_3.5eV,1,Li,c1ccc2ccccc2c1
qmof-e603480,KUCPOO_FSR,bandgap_3.0_to_3.5eV,1,Cd,c1cnc2c(SCc3ccncc3)cccc2c1
qmof-298ff1b,QURDEN_FSR,bandgap_3.0_to_3.5eV,1,Cd,C(=Cc1ccncc1)c1ccncc1
qmof-b1741c8,RADDOS_FSR,bandgap_3.0_to_3.5eV,5,Hg,
qmof-71d98f1,RAFMAN_FSR,bandgap_3.0_to_3.5eV,3,K,c1ccc2cc3c(cc2c1)OCCOCCOCCOCCOCCO3
qmof-2306507,QUVJAT_FSR,bandgap_3.0_to_3.5eV,5,Cd,
qmof-e8cc479,QUXZOZ_FSR,bandgap_3.0_to_3.5eV,5,Cd,
qmof-ac695f9,CUHBAI_FSR,bandgap_3.0_to_3.5eV,3,Cu,
qmof-387c271,CUHBIQ01_FSR,bandgap_3.0_to_3.5eV,3,Cu,
qmof-cbb63eb,CUICOL10_FSR,bandgap_3.0_to_3.5eV,5,Cu,
qmof-0a38e7d,KIYLIP_FSR,bandgap_3.0_to_3.5eV,4,Cd,c1ccc2c(c1)ncn2-c1cncc(-n2cnc3ccccc32)c1.c1ccc2ccccc2c1
qmof-1f33604,KIYLUB_FSR,bandgap_3.0_to_3.5eV,1,Li,c1ccc2ccccc2c1
qmof-eccc1db,GAZSUX_FSR,bandgap_3.0_to_3.5eV,1,Cu,
qmof-fc2d571,GAZTOS_FSR,bandgap_3.0_to_3.5eV,3,Cu,c1cc(C2=NN=N[N]2)ccn1
qmof-103bf19,GECTOA_FSR,bandgap_3.0_to_3.5eV,5,Zn,
qmof-3c0b718,KISMIL_FSR,bandgap_3.0_to_3.5eV,1,Tb,c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1
qmof-27e4fe7,KOGQAA_FSR,bandgap_3.0_to_3.5eV,3,Cu,[CH]1C=NC=N1
qmof-59cf43e,KOHBEP_FSR,bandgap_3.0_to_3.5eV,5,Zn,c1cc(-c2nnco2)ccn1
qmof-5b02dd4,GAXNUQ_FSR,bandgap_3.0_to_3.5eV,2,Zn,O=C1[N]NC(=O)c2cc3c(cc21)C(=O)N[N]C3=O
qmof-5bef8de,XIDZOB_FSR,bandgap_3.0_to_3.5eV,2,Cd,c1ccccc1.c1cn(-c2ccc(-n3ccnc3)cc2)cn1
qmof-e0f1076,XIHQIP_FSR,bandgap_3.0_to_3.5eV,3,Cd,
qmof-09c181e,XIHQOV_FSR,bandgap_3.0_to_3.5eV,4,Cd,
qmof-9f9b665,ASAMEO_FSR,bandgap_3.0_to_3.5eV,3,Hg,
qmof-3505271,XEZYUW_FSR,bandgap_3.0_to_3.5eV,5,V,
qmof-3a34e66,XEZZIL_FSR,bandgap_3.0_to_3.5eV,2,V,
qmof-d3a3906,KIYBEZ01_FSR,bandgap_3.0_to_3.5eV,1,K,O=C1[CH]C(=O)[CH]C(=O)[CH]1
qmof-dafbfa1,KIYDAA_FSR,bandgap_3.0_to_3.5eV,5,Cu,c1ccncc1
qmof-18c3f95,KIYHAE01_FSR,bandgap_3.0_to_3.5eV,5,Cu,c1nnn[nH]1
qmof-90e8464,CUJZAJ_FSR,bandgap_3.0_to_3.5eV,5,Ag,c1cnccn1
qmof-8e9384d,CUKZAK_FSR,bandgap_3.0_to_3.5eV,5,Cd,c1cc(-c2ccncc2)ccn1
qmof-4a5df1e,CUFGUH_FSR,bandgap_3.0_to_3.5eV,4,Cd,C1=CN=C(c2ccncc2)[N]1.c1cc(-c2ncc[nH]2)ccn1
qmof-af122ad,CUFHUI_FSR,bandgap_3.0_to_3.5eV,4,Ag,
qmof-457d039,RAFQEV_FSR,bandgap_3.0_to_3.5eV,2,Zn,c1ccc2ccccc2c1
qmof-fd13d81,CUFQAX_FSR,bandgap_3.0_to_3.5eV,4,Organic_Only,c1ccc(-c2ccccc2)cc1
qmof-5f31ac2,CUGZOT_FSR,bandgap_3.0_to_3.5eV,1,Cu,
qmof-7597961,CUGZUZ_FSR,bandgap_3.0_to_3.5eV,3,Cu,
qmof-b81612d,RAQLUQ01_FSR,bandgap_3.0_to_3.5eV,4,Pb,
qmof-47164bc,RAJPIE_FSR,bandgap_3.0_to_3.5eV,2,Cu,c1cn(-c2ccc(C3=NN=N[N]3)cc2)cn1
qmof-0de5a3a,KEXSOX_FSR,bandgap_3.0_to_3.5eV,3,Gd,
qmof-a98044e,KIVYIY_FSR,bandgap_3.0_to_3.5eV,1,Ba,c1ccccc1
qmof-5f03ac6,KIWLOS_FSR,bandgap_3.0_to_3.5eV,5,Cd,c1ccncc1
qmof-55cc832,GEDCUP_FSR,bandgap_3.0_to_3.5eV,1,Na,
qmof-ff241bd,GEDTOA_FSR,bandgap_3.0_to_3.5eV,1,Cu,c1cnccn1
qmof-129e045,GEHQUG_FSR,bandgap_3.0_to_3.5eV,1,Mo,c1ccccc1
qmof-10301bb,GEHYOI_FSR,bandgap_3.0_to_3.5eV,1,K,
qmof-1d1380d,KIMXOV_FSR,bandgap_3.0_to_3.5eV,2,Zn,c1ccc(Oc2ccccc2)cc1.c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-0315b97,KIPXIT_FSR,bandgap_3.0_to_3.5eV,3,Cu,
qmof-1195366,XILWOF_FSR,bandgap_3.0_to_3.5eV,5,Cu,c1ccccc1
qmof-09cb520,RAKXAF_FSR,bandgap_3.0_to_3.5eV,2,K,
qmof-9c6629d,CUCLPY_FSR,bandgap_3.0_to_3.5eV,5,Cu,
qmof-8864214,CUCSIE_FSR,bandgap_3.0_to_3.5eV,4,Zn,C(=Cc1ncc[nH]1)c1ncc[nH]1
qmof-8f9170f,CUFFAM_FSR,bandgap_3.0_to_3.5eV,1,Mn,c1ccccc1
qmof-06b7b00,CUFGOB_FSR,bandgap_3.0_to_3.5eV,4,Cd,C1=CN=C(c2ccncc2)[N]1.c1cc(-c2ncc[nH]2)ccn1
qmof-3067afa,TUSLIC_FSR,bandgap_3.0_to_3.5eV,4,Cd,c1cc(-c2ccncc2)ccn1.c1ccccc1
qmof-cd51998,TUTQOP_FSR,bandgap_3.0_to_3.5eV,5,Pb,
qmof-0fa2384,ARISAX_FSR,bandgap_3.0_to_3.5eV,4,Hg,
qmof-4df7a22,XILNIQ01_FSR,bandgap_3.0_to_3.5eV,5,Cd,c1ccccc1
qmof-60e5f9b,KIMXEL_FSR,bandgap_3.0_to_3.5eV,2,Hg,
qmof-1b4a7d4,GEJHIN_FSR,bandgap_3.0_to_3.5eV,2,Mn,c1ccccc1
qmof-76a7642,GEKFOU_FSR,bandgap_3.0_to_3.5eV,4,Cd,c1cc(-c2ccncc2)ccn1.c1ccc(-c2ccccc2)cc1
qmof-f1284a0,KIBKUC_FSR,bandgap_3.0_to_3.5eV,2,Na,c1ccc2ccccc2c1
qmof-78dd0b4,KIBVEX_FSR,bandgap_3.0_to_3.5eV,1,Ag,
qmof-7dde32f,KICCAD_FSR,bandgap_3.0_to_3.5eV,5,Cu,
qmof-230167f,KIFHOX_FSR,bandgap_3.0_to_3.5eV,2,Ag,
qmof-04ab17d,TUFPOB_FSR,bandgap_3.0_to_3.5eV,1,Cu,C1=NN=N[N]1
qmof-a29c6bd,TUGFUX_FSR,bandgap_3.0_to_3.5eV,2,Cu,c1cnccn1
qmof-88cb1c8,TUJDIN_FSR,bandgap_3.0_to_3.5eV,2,Cd,c1ccc(NNc2ccccc2)cc1.c1cn(CCCCn2ccnc2)cn1
qmof-b4beb57,BUDLUJ_FSR,bandgap_3.0_to_3.5eV,5,Cu,
qmof-b8647f2,BUGLOG_FSR,bandgap_3.0_to_3.5eV,3,Cu,
qmof-1e89fbc,RATTIR_FSR,bandgap_3.0_to_3.5eV,5,Ca,c1cc(-c2ncc[nH]2)ccn1
qmof-0da3623,COWTUF_FSR,bandgap_3.0_to_3.5eV,3,Mn,
qmof-27ecb45,COXTAM_FSR,bandgap_3.0_to_3.5eV,3,Co,c1cncc(Cn2nnc(-c3cccc(-c4cncnc4)c3)n2)c1
qmof-005303e,KEYZEV_FSR,bandgap_3.0_to_3.5eV,1,Cu,C1=NN=N[N]1
qmof-b009182,KEYZOF_FSR,bandgap_3.0_to_3.5eV,2,Cu,C1=NN=N[N]1
qmof-b2acbc5,GERLAS_FSR,bandgap_3.0_to_3.5eV,2,Hg,
qmof-8b03e45,GERLEW_FSR,bandgap_3.0_to_3.5eV,2,Hg,
qmof-ad997e0,XINLAI_FSR,bandgap_3.0_to_3.5eV,2,Co,c1ccncc1
qmof-0bf3a66,XIPCEF_FSR,bandgap_3.0_to_3.5eV,5,Cu,c1ccncc1
qmof-126585f,XIRKAL_FSR,bandgap_3.0_to_3.5eV,3,Ag,c1cncc(-c2nc3ccccc3[nH]2)c1
qmof-3cf9abb,XISCUY_FSR,bandgap_3.0_to_3.5eV,4,Ho,c1ccc2ccccc2c1
qmof-c998a82,XISREZ_FSR,bandgap_3.0_to_3.5eV,3,Cd,
qmof-6d7fe34,KEXJUU_FSR,bandgap_3.0_to_3.5eV,1,Mo,c1cc(-c2cc(-c3ccncc3)nc(-c3ccncc3)c2)ccn1
qmof-9caf6ea,KERTUZ_FSR,bandgap_3.0_to_3.5eV,5,Cs,c1ccccc1
qmof-f14214b,KERVAH_FSR,bandgap_3.0_to_3.5eV,4,Cs,
qmof-22103d2,KERWEM_FSR,bandgap_3.0_to_3.5eV,1,K,c1ccccc1
qmof-9e5c1e4,KESHIC_FSR,bandgap_3.0_to_3.5eV,3,K,c1ccccc1
qmof-1e8099b,KESHOI_FSR,bandgap_3.0_to_3.5eV,3,Rb,
qmof-37d5c1e,KESNON_FSR,bandgap_3.0_to_3.5eV,1,Ni,c1ccccc1
qmof-528c187,KESRUY_FSR,bandgap_3.0_to_3.5eV,2,Mn,c1cc[nH+]cc1
qmof-98a7b30,GERMIB_FSR,bandgap_3.0_to_3.5eV,5,Cd,c1cc([C]2N=C(c3ccncc3)[N]N2Cn2cncn2)ccn1.c1ccccc1
qmof-1e5a3fa,GEVJAT_FSR,bandgap_3.0_to_3.5eV,2,Cu,
qmof-005f564,KEXYAQ_FSR,bandgap_3.0_to_3.5eV,3,Cu,c1ccc(CNCc2ccccn2)nc1
qmof-2aa0084,GEVKEA_FSR,bandgap_3.0_to_3.5eV,3,Mn,[CH]1N=C[N]N1
qmof-a1d1c28,GEVNIF01_FSR,bandgap_3.0_to_3.5eV,2,Cu,[CH]1C=CC2=NN=NC2=C1.c1ccc2c(c1)=N[N]N=2.c1ccc2c(c1)[N]N=N2
qmof-c0771c3,KEMNAT_FSR,bandgap_3.0_to_3.5eV,5,Li,
qmof-4e88a03,KEQPAZ_FSR,bandgap_3.0_to_3.5eV,4,Na,c1ccccc1
qmof-dc1402b,KEQPON_FSR,bandgap_3.0_to_3.5eV,4,Na,O=C1NC(=O)[C](C2(C3C(=O)NC(=O)NC3=O)C(=O)NC(=O)NC2=O)C(=O)N1
qmof-baf72be,GEWDIY_FSR,bandgap_3.0_to_3.5eV,5,Fe,[CH]1C=CC=C1.[CH]1C=CC=C1
qmof-954f79c,GEWDOE_FSR,bandgap_3.0_to_3.5eV,5,Fe,[CH]1C=CC=C1.[CH]1C=CC=C1.[CH]1C=CC=C1
qmof-39f5329,GEWDUK_FSR,bandgap_3.0_to_3.5eV,2,Fe,[CH]1C=CC=C1.[CH]1C=CC=C1
qmof-1ca4551,GEWFAS_FSR,bandgap_3.0_to_3.5eV,1,Fe,[CH]1C=CC=C1.[CH]1C=CC=C1
qmof-d22ccb0,GEWJIE_FSR,bandgap_3.0_to_3.5eV,5,Fe,[CH]1C=CC=C1.[CH]1C=CC=C1.[CH]1C=C[CH]C1
qmof-455f267,GEXREI_FSR,bandgap_3.0_to_3.5eV,5,Er,
qmof-c0f8b53,GEXRIM_FSR,bandgap_3.0_to_3.5eV,2,Dy,
qmof-1192393,GEZNAC_FSR,bandgap_3.0_to_3.5eV,5,Ag,C1=CN=C[N]1
qmof-ec4b488,GEZRIP_FSR,bandgap_3.0_to_3.5eV,4,Ca,c1ccccc1
qmof-2bf7319,GEZSIQ_FSR,bandgap_3.0_to_3.5eV,5,Cd,[CH]1N=C(c2cnccn2)[N]N1
qmof-ea4ee42,RAMYAF_FSR,bandgap_3.0_to_3.5eV,2,Ba,
qmof-2d09cca,RAQLEA_FSR,bandgap_3.0_to_3.5eV,2,Pb,
qmof-828e765,RAQLOK_FSR,bandgap_3.0_to_3.5eV,4,Pb,
qmof-c5996c8,RAXVAP_FSR,bandgap_3.0_to_3.5eV,5,Cu,c1cnccn1
qmof-534e40b,REDMUL_FSR,bandgap_3.0_to_3.5eV,2,Y,c1ccc(-c2ccc(P(c3ccc(-c4ccccc4)cc3)c3ccc(-c4ccccc4)cc3)cc2)cc1
qmof-63c38bc,COQRIJ_FSR,bandgap_3.0_to_3.5eV,1,Sr,
qmof-b53439e,RATTUD_FSR,bandgap_3.0_to_3.5eV,5,Pb,
qmof-9a21157,RAWPOV_FSR,bandgap_3.0_to_3.5eV,5,Zn,C(=Cc1ccncc1)c1ccncc1
qmof-1139516,RAWROX_FSR,bandgap_3.0_to_3.5eV,5,La,c1cnccn1
qmof-12bbcce,GIFXAX_FSR,bandgap_3.0_to_3.5eV,2,Cd,c1ccccc1
qmof-f02d3e0,GIFXEA_FSR,bandgap_3.0_to_3.5eV,4,K,c1ccccc1
qmof-1e2a4e1,KEKJOB_FSR,bandgap_3.0_to_3.5eV,4,Cu,
qmof-e70664c,KELCIN01_FSR,bandgap_3.0_to_3.5eV,5,Cu,C1=C[N]N=C1.[CH]1C=NN=C1
qmof-10df8cd,KELGOZ_FSR,bandgap_3.0_to_3.5eV,3,Ag,c1cnccn1
qmof-252e6ca,GEZVIS_FSR,bandgap_3.0_to_3.5eV,3,Ag,c1ccc(-c2cncnc2)cc1
qmof-a4a4669,GICDON_FSR,bandgap_3.0_to_3.5eV,1,Mn,c1ccccc1
qmof-cb22207,GIDCEB01_FSR,bandgap_3.0_to_3.5eV,3,Cu,
qmof-e2ff14c,KECGEF_FSR,bandgap_3.0_to_3.5eV,4,Zn,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1
qmof-a62e471,REGXOS01_FSR,bandgap_3.0_to_3.5eV,3,Co,C1=CN=C[N]1.[CH]1C=NC=N1
qmof-dbf7620,REHMOI_FSR,bandgap_3.0_to_3.5eV,3,Cu,
