index,valid,MolWt,LogP,TPSA,HeavyAtomCount,NumHeteroatoms,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,NumRings,name
qmof-bac9b75,True,216.20000000000002,0.04039999999999999,82.08,16.0,6.0,0.0,2.0,3.0,2.0,2.0,PIZFIQ_FSR
qmof-b1e068b,True,216.20000000000002,0.04039999999999999,82.08,16.0,6.0,0.0,2.0,3.0,2.0,2.0,PIZGAJ_FSR
qmof-ea3e64b,True,228.09599999999998,-0.3010100000000001,146.48999999999998,16.0,10.0,0.0,7.0,3.0,0.0,1.0,POPICR01_FSR
qmof-1872d69,False,,,,,,,,,,,PORBUU_FSR
qmof-d2ed0fc,False,,,,,,,,,,,POMPIR_FSR
qmof-d6cb039,True,584.5880000000002,3.3472000000000017,164.24,44.0,10.0,2.0,8.0,8.0,5.0,5.0,MIBWEC_FSR
qmof-a543e01,True,156.18799999999996,2.1435999999999993,25.78,12.0,2.0,0.0,2.0,1.0,2.0,2.0,MOPNIQ_FSR
qmof-450aa23,True,166.22899999999998,1.75842,49.57,11.0,4.0,0.0,3.0,0.0,1.0,1.0,UKELEB_FSR
qmof-ac5fb8a,True,440.4110000000001,1.922399999999999,143.33999999999997,33.0,8.0,1.0,7.0,5.0,4.0,4.0,UJEROR_FSR
qmof-b8e4039,False,,,,,,,,,,,POFBOC_FSR
qmof-e5e5d05,True,122.10299999999997,-0.5549000000000004,53.019999999999996,9.0,3.0,0.0,3.0,1.0,1.0,1.0,POFFAT_FSR
qmof-08db645,True,216.20000000000002,0.04039999999999999,82.08,16.0,6.0,0.0,2.0,3.0,2.0,2.0,PIZDUA_FSR
qmof-275dcce,True,216.20000000000002,0.04039999999999999,82.08,16.0,6.0,0.0,2.0,3.0,2.0,2.0,PIZFAI_FSR
qmof-3c4efcd,True,216.20000000000002,0.04039999999999999,82.08,16.0,6.0,0.0,2.0,3.0,2.0,2.0,PIZFEM_FSR
qmof-f5de41a,True,314.30100000000004,-0.7798999999999983,134.24,23.0,8.0,0.0,6.0,7.0,2.0,2.0,MIXLAI_FSR
qmof-46c77c7,True,250.19,1.3249799999999998,117.52000000000001,18.0,8.0,0.0,4.0,5.0,2.0,2.0,MIXMOW_FSR
qmof-ee8c30a,True,210.121,-4.068699999999999,133.27999999999997,15.0,7.0,0.0,7.0,1.0,1.0,1.0,MIZKOW_FSR
qmof-6d5bf88,True,236.32500000000002,2.1084999999999994,51.56,15.0,6.0,0.0,6.0,4.0,2.0,2.0,MIZLIR01_FSR
qmof-a79068c,True,236.32500000000002,2.1084999999999994,51.56,15.0,6.0,0.0,6.0,4.0,2.0,2.0,MIZLIR_FSR
qmof-7661853,True,262.343,2.2048699999999997,75.35,17.0,7.0,0.0,7.0,4.0,2.0,2.0,MIZLOX_FSR
qmof-b0aae08,True,250.352,2.151,51.56,16.0,6.0,0.0,6.0,5.0,2.0,2.0,MIZLUD_FSR
qmof-ff83df9,True,580.6600000000001,4.081590000000002,121.83000000000001,44.0,12.0,0.0,11.0,8.0,7.0,8.0,WIQBEF_FSR
qmof-3ed54a7,False,,,,,,,,,,,MOSSUI_FSR
qmof-95dc237,True,305.33700000000005,3.708400000000002,77.24,23.0,5.0,2.0,4.0,4.0,3.0,3.0,FAJLUA_FSR
qmof-c8f6487,False,,,,,,,,,,,MOLDIB_FSR
qmof-f6d88fe,True,209.11299999999994,-1.6781999999999997,123.4,15.0,7.0,0.0,6.0,3.0,1.0,1.0,MOLRUC_FSR
qmof-dc694ac,False,,,,,,,,,,,PITMUB_FSR
qmof-0e9a127,True,188.186,0.6204000000000001,53.879999999999995,14.0,4.0,0.0,2.0,1.0,2.0,2.0,PIWZUR_FSR
qmof-fb7e966,False,,,,,,,,,,,PIYGEL_FSR
qmof-00aa9a9,True,667.7,0.8320000000000003,80.25999999999999,16.0,8.0,0.0,4.0,2.0,1.0,1.0,DICVOC_FSR
qmof-fc7ce55,True,234.349,3.318500000000002,25.78,15.0,4.0,0.0,4.0,4.0,2.0,2.0,UMUYIL_FSR
qmof-832a1ad,True,138.17499999999998,1.14158,49.57,9.0,4.0,0.0,3.0,0.0,1.0,1.0,UNARIK_FSR
qmof-9b4fafa,True,166.11199999999994,-0.04170000000000018,83.26999999999998,12.0,5.0,0.0,4.0,2.0,1.0,1.0,BOHLAM_FSR
qmof-14d9a90,True,277.28100000000006,4.007600000000002,104.65,19.0,7.0,1.0,3.0,3.0,2.0,2.0,BAHNEG_FSR
qmof-d346410,True,210.24000000000004,1.3203799999999997,53.980000000000004,16.0,4.0,0.0,2.0,5.0,2.0,2.0,BAHNOQ_FSR
qmof-a6ec3b8,True,240.148,-0.8996099999999996,148.44,16.0,11.0,2.0,9.0,3.0,0.0,1.0,WILHOO_FSR
qmof-a1de810,True,184.198,1.7076,42.85,14.0,3.0,0.0,3.0,2.0,2.0,2.0,MOMZEU_FSR
qmof-a2e5c9f,False,,,,,,,,,,,FALYIA_FSR
qmof-b5fc2ca,True,370.3640000000001,1.7103999999999997,106.03999999999999,28.0,6.0,0.0,6.0,3.0,4.0,4.0,MUBZEQ01_FSR
qmof-3e2c2de,True,311.25500000000005,0.020500000000000018,159.36,21.0,11.0,3.0,5.0,3.0,1.0,2.0,FACTOV_FSR
qmof-e5bc0b8,False,,,,,,,,,,,FADVUD_FSR
qmof-181fecb,False,,,,,,,,,,,WICXUE_FSR
qmof-67b2819,True,42.021,-1.4418000000000002,58.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,WIGDUL_FSR
qmof-4a650ba,True,156.18799999999996,2.1435999999999993,25.78,12.0,2.0,0.0,2.0,1.0,2.0,2.0,BALFAV03_FSR
qmof-64280ff,True,454.4060000000001,-0.6957099999999972,183.0,34.0,12.0,0.0,11.0,4.0,3.0,5.0,WETFEJ_FSR
qmof-3104826,True,360.369,0.989499999999999,106.03999999999999,27.0,6.0,0.0,6.0,5.0,3.0,3.0,MOVTUO_FSR
qmof-2f35f0d,False,,,,,,,,,,,FAFDEX_FSR
qmof-9747309,True,359.29100000000017,-1.3735000000000004,157.69,25.0,9.0,1.0,8.0,6.0,2.0,2.0,DIJZOM_FSR
qmof-c1f90f1,True,574.6360000000001,5.564600000000005,106.03999999999999,44.0,6.0,0.0,6.0,7.0,6.0,6.0,PIGSEG_FSR
qmof-57abf68,True,26.018,0.09637,23.79,2.0,1.0,0.0,1.0,0.0,0.0,0.0,DIDNOV_FSR
qmof-e7249e1,True,198.24800000000002,0.6688000000000001,48.24,12.0,5.0,0.0,3.0,0.0,1.0,2.0,DIFRIU01_FSR
qmof-1031d24,True,200.01099999999997,0.8125999999999995,40.129999999999995,10.0,3.0,0.0,2.0,1.0,1.0,1.0,DIHQAP_FSR
qmof-eb7c07e,True,150.165,-0.9015,97.61,11.0,5.0,1.0,2.0,1.0,1.0,1.0,PIZKUG_FSR
qmof-94699eb,False,,,,,,,,,,,POCWAH_FSR
qmof-c7cd5a3,True,170.164,-1.7073999999999987,80.25999999999999,12.0,4.0,0.0,4.0,2.0,0.0,1.0,MOXZAB_FSR
qmof-c5f786c,True,295.22599999999994,0.5237,111.57,22.0,6.0,1.0,5.0,2.0,2.0,3.0,MUQVEB01_FSR
qmof-867714c,False,,,,,,,,,,,MUMBON_FSR
qmof-af44312,True,156.18799999999996,2.1435999999999993,25.78,12.0,2.0,0.0,2.0,1.0,2.0,2.0,EYUVIE_FSR
qmof-700998f,True,352.302,-0.9659999999999986,134.14,26.0,8.0,0.0,6.0,3.0,3.0,3.0,EZEQEH_FSR
qmof-4208484,False,,,,,,,,,,,EZILEF_FSR
qmof-e03dbd5,True,156.18799999999996,2.1435999999999993,25.78,12.0,2.0,0.0,2.0,1.0,2.0,2.0,MUHLAC_FSR
qmof-b001a65,True,173.10799999999998,-1.2736200000000002,112.41,12.0,8.0,1.0,5.0,3.0,0.0,1.0,MURRIB_FSR
qmof-0467156,True,454.21600000000024,-0.9012199999999995,281.29999999999995,32.0,18.0,2.0,12.0,6.0,0.0,2.0,UNOGOU_FSR
qmof-8266b5a,False,,,,,,,,,,,UNULEW_FSR
qmof-1a9a06d,True,430.4550000000001,3.282800000000001,136.04000000000002,33.0,9.0,0.0,6.0,4.0,5.0,5.0,UMUSIG_FSR
qmof-6417424,True,234.349,3.318500000000002,25.78,15.0,4.0,0.0,4.0,4.0,2.0,2.0,UMUYEH_FSR
qmof-c41e374,True,298.214,-1.2209000000000005,136.91,22.0,9.0,0.0,9.0,1.0,2.0,3.0,PIJGAR_FSR
qmof-1115e4f,True,270.204,-0.7900000000000011,119.84,20.0,8.0,0.0,8.0,1.0,2.0,3.0,PIJGEV_FSR
qmof-63f404f,True,247.011,0.6546999999999998,40.129999999999995,10.0,3.0,0.0,2.0,1.0,1.0,1.0,DIHQET_FSR
qmof-5a6407d,True,194.16599999999994,-0.37660000000000027,81.95,14.0,5.0,1.0,5.0,4.0,1.0,1.0,MUKZAT_FSR
qmof-284c1aa,True,349.3160000000001,1.867789999999999,75.71000000000001,25.0,9.0,1.0,5.0,5.0,2.0,3.0,MUTBUA_FSR
qmof-d265887,True,195.12200000000004,-2.6433999999999997,125.65,14.0,10.0,1.0,5.0,3.0,1.0,2.0,MUVBAI_FSR
qmof-41bc44e,True,58.085,0.66498,23.79,3.0,2.0,0.0,1.0,0.0,0.0,0.0,MUSGUC_FSR
qmof-5592882,True,238.254,1.1159,82.51,18.0,6.0,1.0,6.0,2.0,3.0,3.0,MUPLEP_FSR
qmof-83bf23c,True,238.25400000000002,1.1159,82.51,18.0,6.0,1.0,6.0,2.0,3.0,3.0,MUPMAM01_FSR
qmof-3a1f7d3,True,238.25400000000002,1.1159,82.51,18.0,6.0,1.0,6.0,2.0,3.0,3.0,MUPMEQ_FSR
qmof-1b62c0a,True,224.16799999999995,-2.055999999999999,98.72,16.0,6.0,0.0,6.0,6.0,1.0,1.0,MUQTUO_FSR
qmof-1406ccc,True,332.47900000000004,3.9127000000000027,51.56,21.0,7.0,0.0,7.0,6.0,3.0,3.0,WEPWIA_FSR
qmof-56168eb,False,,,,,,,,,,,WERMEL_FSR
qmof-b4fd7d5,False,,,,,,,,,,,PIHJOG_FSR
qmof-a1efcf0,False,,,,,,,,,,,PIHJUM_FSR
qmof-1dacdd7,True,631.6000000000003,3.686200000000002,238.33,44.0,15.0,0.0,7.0,7.0,5.0,5.0,DILPAR_FSR
qmof-983687c,True,182.20600000000002,2.2399699999999996,49.57,14.0,3.0,0.0,3.0,1.0,2.0,2.0,DIMQOH_FSR
qmof-bac8e02,True,449.38300000000015,-0.7120000000000004,184.81999999999994,33.0,13.0,0.0,12.0,7.0,4.0,4.0,UQESUG_FSR
qmof-32a3837,True,497.4270000000003,0.6493799999999996,182.79999999999998,37.0,13.0,0.0,10.0,6.0,3.0,5.0,USAWOC_FSR
qmof-e08db99,True,211.109,-4.673699999999999,146.16999999999996,15.0,8.0,0.0,8.0,1.0,1.0,1.0,BIYYUE_FSR
qmof-2f1b443,False,,,,,,,,,,,WEJRIP_FSR
qmof-265b56c,True,42.021,-1.4418000000000002,58.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,WAYYUS_FSR
qmof-04353f7,True,234.349,3.318500000000002,25.78,15.0,4.0,0.0,4.0,4.0,2.0,2.0,DIWCES01_FSR
qmof-7e5c22f,True,317.25700000000006,-0.58476,149.17999999999998,23.0,9.0,0.0,8.0,3.0,2.0,2.0,DIWCUJ_FSR
qmof-dab2b61,True,62.004000000000005,-0.3914000000000001,63.04,4.0,4.0,0.0,2.0,0.0,0.0,0.0,PICVEE_FSR
qmof-ecf9ede,True,181.12699999999995,-0.45949999999999996,109.28999999999999,13.0,6.0,1.0,5.0,2.0,1.0,1.0,PICYAE_FSR
qmof-d6992f4,True,181.12699999999995,-0.45949999999999996,109.28999999999999,13.0,6.0,1.0,5.0,2.0,1.0,1.0,PICYIM_FSR
qmof-b0ddd80,True,94.117,0.7850199999999998,25.78,7.0,2.0,0.0,2.0,0.0,1.0,1.0,DIPKIW_FSR
qmof-f61c150,False,,,,,,,,,,,DIPROL_FSR
qmof-e8bce86,False,,,,,,,,,,,DIPRUR_FSR
qmof-925845d,False,,,,,,,,,,,PETXAO_FSR
qmof-b806efd,True,112.03999999999999,-1.7236000000000002,68.28,8.0,4.0,0.0,4.0,0.0,0.0,1.0,BAQXOG01_FSR
qmof-0f33589,False,,,,,,,,,,,WEGLAX_FSR
qmof-736e83b,False,,,,,,,,,,,MUZCEQ_FSR
qmof-22d90d1,True,181.10299999999998,-2.4858000000000002,113.38,13.0,6.0,1.0,6.0,2.0,1.0,1.0,MUZHOF_FSR
qmof-ba95831,True,242.18999999999997,-1.1294000000000002,106.03999999999999,18.0,6.0,0.0,6.0,3.0,2.0,2.0,EXUMOZ_FSR
qmof-1c4f825,False,,,,,,,,,,,WASFAY_FSR
qmof-ad44d4e,True,42.021,-1.4418000000000002,58.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,NAYHUQ_FSR
qmof-ab449b7,True,342.16800000000006,-5.742419999999999,201.14,24.0,12.0,0.0,12.0,2.0,0.0,1.0,NASZAK_FSR
qmof-906b305,False,,,,,,,,,,,UTIBAC_FSR
qmof-b3a70b2,False,,,,,,,,,,,UTIBIK_FSR
qmof-bcc71d2,True,222.29800000000003,2.0659999999999994,51.56,14.0,6.0,0.0,6.0,3.0,2.0,2.0,BIYKUR_FSR
qmof-675adb3,False,,,,,,,,,,,BIYLOM_FSR
qmof-9723edf,False,,,,,,,,,,,UQEFUS_FSR
qmof-9679def,True,198.227,0.2352200000000001,77.66999999999999,13.0,6.0,0.0,3.0,0.0,1.0,1.0,PEVZOG_FSR
qmof-00ed6b6,True,543.9680000000002,-0.6626000000000001,132.86,26.0,10.0,0.0,8.0,4.0,2.0,2.0,NAQFER_FSR
qmof-bc46dbc,True,392.34700000000004,2.3034999999999997,146.34999999999997,29.0,9.0,1.0,7.0,5.0,3.0,3.0,EXAVOP_FSR
qmof-0f7c76b,True,280.115,0.9681999999999998,85.80999999999999,16.0,6.0,1.0,3.0,1.0,2.0,2.0,EXERIJ_FSR
qmof-b8eb470,True,234.34900000000002,3.318500000000002,25.78,15.0,4.0,0.0,4.0,4.0,2.0,2.0,NAKNIY_FSR
qmof-dbee9b2,True,208.12499999999994,-1.8881999999999997,117.56,15.0,6.0,1.0,5.0,3.0,1.0,1.0,NAFGAE_FSR
qmof-fbd4fed,True,316.31200000000007,1.7475999999999994,80.25999999999999,24.0,4.0,0.0,4.0,4.0,3.0,3.0,NAGBII_FSR
qmof-69314a9,True,151.141,1.6515,46.2,11.0,3.0,0.0,2.0,2.0,1.0,1.0,NAGZIH_FSR
qmof-bf460d2,False,,,,,,,,,,,NAVRIO_FSR
qmof-5224f49,True,130.14999999999998,1.6297999999999995,25.78,10.0,2.0,0.0,2.0,0.0,2.0,2.0,PEPTUA_FSR
qmof-3506788,False,,,,,,,,,,,DIXPEH01_FSR
qmof-ba1d37d,False,,,,,,,,,,,DIXPIL01_FSR
qmof-8742974,True,268.224,-0.35540000000000016,97.33000000000001,20.0,5.0,0.0,5.0,4.0,2.0,2.0,DIZWEP_FSR
qmof-b0f5ecd,True,156.188,2.1435999999999993,25.78,12.0,2.0,0.0,2.0,1.0,2.0,2.0,DIZYOB_FSR
qmof-edbe499,True,514.4980000000003,0.9865999999999989,188.29999999999998,38.0,12.0,4.0,8.0,7.0,4.0,4.0,PEJVAD_FSR
qmof-1497a17,True,388.34000000000015,-2.0939999999999985,188.29999999999998,28.0,12.0,4.0,8.0,5.0,2.0,2.0,PEJVIL_FSR
qmof-dd74d6f,False,,,,,,,,,,,UWEBEF_FSR
qmof-156cc42,False,,,,,,,,,,,UWEBOP_FSR
qmof-d73f9b2,False,,,,,,,,,,,UTEZOK_FSR
qmof-e184986,True,243.08699999999996,-1.08382,163.55999999999997,17.0,11.0,0.0,8.0,3.0,0.0,1.0,WEBKAS_FSR
qmof-b7041f4,True,244.09499999999997,-0.4153100000000001,166.72,17.0,11.0,1.0,8.0,3.0,0.0,1.0,WEBKEW_FSR
qmof-6bd9402,True,58.085,0.66498,23.79,3.0,2.0,0.0,1.0,0.0,0.0,0.0,WEBVOO_FSR
qmof-b3649d4,True,42.021,-1.4418000000000002,58.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,BARPAO_FSR
qmof-1dca0c6,True,320.304,0.5571999999999998,106.03999999999999,24.0,6.0,0.0,6.0,3.0,3.0,3.0,BASMUE_FSR
qmof-25eb644,False,,,,,,,,,,,WATWIA_FSR
qmof-5c9a8d6,True,156.18799999999996,2.1435999999999993,25.78,12.0,2.0,0.0,2.0,1.0,2.0,2.0,DOHQIB_FSR
qmof-dd09d8f,True,317.2570000000001,-0.5847600000000004,149.18,23.0,9.0,0.0,8.0,3.0,2.0,2.0,PELBAM_FSR
qmof-b537f4f,True,317.25700000000006,-0.58476,149.17999999999998,23.0,9.0,0.0,8.0,3.0,2.0,2.0,PELBEQ_FSR
qmof-c27a91a,False,,,,,,,,,,,PEGZEI_FSR
qmof-17877f3,True,184.087,-0.4333100000000002,115.71000000000001,13.0,8.0,0.0,5.0,2.0,0.0,1.0,DOCHEJ_FSR
qmof-f38caad,True,165.10399999999996,-2.1914,93.15,12.0,5.0,0.0,5.0,2.0,1.0,1.0,DOCPOB_FSR
qmof-104309e,True,165.10399999999996,-2.1914,93.15,12.0,5.0,0.0,5.0,2.0,1.0,1.0,DOCQOC_FSR
qmof-6011be7,True,216.29,3.2199600000000004,47.58,14.0,4.0,0.0,4.0,1.0,2.0,2.0,DODNIU_FSR
qmof-e30a535,True,222.23100000000002,1.2029999999999998,64.6,17.0,5.0,0.0,4.0,2.0,2.0,3.0,PEFDEK01_FSR
qmof-d9809f0,True,315.237,-0.5137000000000003,152.81,23.0,8.0,2.0,7.0,5.0,2.0,2.0,EVURUJ_FSR
qmof-a915127,True,465.8540000000001,-2.3491999999999997,132.85999999999999,20.0,10.0,0.0,8.0,4.0,1.0,1.0,NAQFIV_FSR
qmof-394db35,True,42.021,-1.4418000000000002,58.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,NEFDIL_FSR
qmof-31f7337,True,376.372,-0.1650000000000007,134.24,28.0,8.0,0.0,6.0,7.0,3.0,3.0,NAZWIX_FSR
qmof-a170fdf,True,184.20200000000003,1.5635999999999999,53.980000000000004,14.0,4.0,0.0,2.0,3.0,2.0,2.0,ETUGUV_FSR
qmof-10aa8d9,True,225.13599999999997,0.1749199999999999,126.41,16.0,8.0,0.0,6.0,3.0,1.0,1.0,ETUKEK_FSR
qmof-fdc1db0,False,,,,,,,,,,,NEKTIJ_FSR
qmof-30e7776,False,,,,,,,,,,,NEKXAD_FSR
qmof-a69e224,True,384.5350000000001,4.516180000000003,75.35,25.0,8.0,0.0,7.0,6.0,3.0,3.0,NEKXEH_FSR
qmof-c12e218,False,,,,,,,,,,,NELKOE_FSR
qmof-5bcb068,False,,,,,,,,,,,ESUCIF01_FSR
qmof-8ffd817,False,,,,,,,,,,,ESUCUR01_FSR
qmof-a76ae33,True,165.11200000000002,-2.6016999999999992,124.61000000000001,12.0,7.0,0.0,4.0,1.0,1.0,1.0,UXUQIP_FSR
qmof-b4e619a,False,,,,,,,,,,,BINXOM_FSR
qmof-049a2ef,False,,,,,,,,,,,UWEBEF01_FSR
qmof-556d7b3,True,332.406,6.117000000000004,25.78,26.0,2.0,0.0,2.0,2.0,5.0,5.0,PEFYOR_FSR
qmof-656c2ee,True,431.42400000000004,-0.789199999999997,146.16999999999996,32.0,8.0,0.0,8.0,8.0,3.0,3.0,DOGZUV_FSR
qmof-a583a54,True,122.91899999999998,-0.7372000000000001,59.699999999999996,4.0,4.0,0.0,0.0,0.0,0.0,0.0,NAVYIU_FSR
qmof-3ad0212,True,335.872,-5.864599999999999,200.32,14.0,12.0,2.0,6.0,0.0,0.0,0.0,NAVYOA_FSR
qmof-92814dc,True,470.5240000000001,5.089580000000004,68.28,36.0,4.0,0.0,4.0,6.0,4.0,5.0,NEFNAQ_FSR
qmof-a6ae0f1,False,,,,,,,,,,,NEGLUJ_FSR
qmof-c870313,True,566.5730000000002,4.570300000000003,125.13000000000001,43.0,9.0,0.0,9.0,6.0,7.0,7.0,NEBTOF_FSR
qmof-056750f,True,156.18799999999996,2.1435999999999993,25.78,12.0,2.0,0.0,2.0,1.0,2.0,2.0,ESATAU_FSR
qmof-00e611b,True,275.244,-0.3682600000000009,128.99,20.0,8.0,1.0,7.0,2.0,2.0,2.0,NEMZIQ_FSR
qmof-6005a80,True,137.118,-0.8514800000000005,65.91,10.0,4.0,0.0,4.0,1.0,1.0,1.0,NEMZOW_FSR
qmof-8e8295c,True,718.4010000000002,8.803100000000002,78.38000000000001,45.0,8.0,0.0,6.0,6.0,6.0,7.0,NETHIE_FSR
qmof-efcd351,True,347.338,2.3424000000000023,127.93,21.0,11.0,2.0,7.0,3.0,2.0,2.0,NETQEJ_FSR
qmof-e568186,True,66.043,-0.44704000000000005,61.68,5.0,3.0,0.0,2.0,0.0,0.0,0.0,PAXWIV_FSR
qmof-18c691a,True,123.09099999999998,-1.1599000000000004,65.91,9.0,4.0,0.0,4.0,1.0,1.0,1.0,PAYZEX_FSR
qmof-9d5a46c,True,497.38500000000033,-1.3247099999999965,184.1,35.0,14.0,0.0,14.0,7.0,0.0,1.0,DOKPAV_FSR
qmof-efbec56,False,,,,,,,,,,,DOMYUA_FSR
qmof-338291d,True,220.32200000000003,3.2760000000000016,25.78,14.0,4.0,0.0,4.0,3.0,2.0,2.0,DOPQEE01_FSR
qmof-177ecfa,True,220.168,0.5421999999999997,114.60000000000001,16.0,8.0,0.0,6.0,1.0,2.0,2.0,UWIMET_FSR
qmof-a7901c6,True,390.2440000000001,-5.2867999999999995,251.29999999999993,28.0,20.0,2.0,10.0,6.0,2.0,4.0,UXEWEB_FSR
qmof-7ffb302,False,,,,,,,,,,,BBZONC01_FSR
qmof-d43a3be,True,508.1740000000001,-0.4857,86.74,21.0,9.0,0.0,6.0,2.0,0.0,3.0,BEBDUK_FSR
qmof-1547839,True,532.6000000000003,4.050040000000003,115.9,40.0,8.0,0.0,8.0,7.0,6.0,6.0,WAGKEX_FSR
qmof-ddef0e3,True,164.17200000000003,-0.43020000000000036,61.42,12.0,6.0,0.0,6.0,3.0,2.0,2.0,WAHMID_FSR
qmof-28f0c4f,True,264.236,0.72,80.25999999999999,20.0,4.0,0.0,4.0,2.0,3.0,3.0,NETYAP_FSR
qmof-875b2e9,True,62.004000000000005,-0.3914000000000001,63.04,4.0,4.0,0.0,2.0,0.0,0.0,0.0,ERAREU_FSR
qmof-657a971,False,,,,,,,,,,,NERDIX_FSR
qmof-ae97b2b,True,432.3520000000001,-0.7946099999999989,187.66999999999996,32.0,12.0,1.0,10.0,5.0,3.0,4.0,NENJIB01_FSR
qmof-cc4910d,True,296.3299999999999,1.0748000000000002,66.4,22.0,6.0,0.0,4.0,2.0,2.0,3.0,VUYTAL_FSR
qmof-bb2839a,False,,,,,,,,,,,WACQAT_FSR
qmof-bdb54d3,True,116.11999999999999,0.012199999999999989,46.28,8.0,4.0,0.0,2.0,2.0,0.0,0.0,UYENOC_FSR
qmof-74b7695,True,146.13299999999998,0.7283999999999999,64.07,11.0,5.0,0.0,4.0,1.0,1.0,2.0,PASGAU_FSR
qmof-b792eba,True,576.6560000000002,6.940600000000006,169.24,40.0,12.0,2.0,4.0,8.0,5.0,5.0,PANROO_FSR
qmof-3fe07f6,False,,,,,,,,,,,DOQBAN_FSR
qmof-9f3f1aa,True,270.244,-0.8139999999999992,106.03999999999999,20.0,6.0,0.0,6.0,3.0,2.0,2.0,DOQROQ_FSR
qmof-a3d0c86,True,224.16799999999995,-2.055999999999999,98.72,16.0,6.0,0.0,6.0,6.0,1.0,1.0,PALHOA_FSR
qmof-41a421b,True,310.36,4.3644000000000025,35.64,24.0,4.0,0.0,4.0,2.0,5.0,5.0,ETAWOM_FSR
qmof-94c1285,True,254.14999999999995,-2.8948099999999988,126.87,18.0,8.0,0.0,8.0,3.0,0.0,1.0,NEFJAM_FSR
qmof-d21be4e,True,180.12299999999996,-2.7582999999999993,125.77000000000001,13.0,7.0,0.0,3.0,1.0,1.0,1.0,NENXOU_FSR
qmof-f191a19,True,618.5590000000003,-1.3734599999999957,242.44,45.0,16.0,0.0,14.0,13.0,4.0,4.0,ESARAT_FSR
qmof-2030d07,True,331.28400000000005,-0.3307800000000001,149.17999999999998,24.0,9.0,0.0,8.0,4.0,2.0,2.0,VOYVIQ_FSR
qmof-13eb8e0,False,,,,,,,,,,,VOZQEI03_FSR
qmof-480dd0a,True,93.489,-1.0249000000000001,40.129999999999995,5.0,3.0,0.0,2.0,1.0,0.0,0.0,BEHHUR_FSR
qmof-d8112f8,False,,,,,,,,,,,BEHLOR_FSR
qmof-c49f101,True,335.38800000000003,1.92579,78.27,24.0,6.0,0.0,5.0,3.0,2.0,3.0,NEWZIA_FSR
qmof-969bb72,False,,,,,,,,,,,NEYHOO_FSR
qmof-bca8d34,True,341.77400000000006,2.6123000000000003,75.14,24.0,6.0,0.0,5.0,4.0,3.0,3.0,NEYNUC_FSR
qmof-178416a,True,42.021,-1.4418000000000002,58.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,PAFMOB_FSR
qmof-918c8d1,True,180.13899999999998,-0.6695,103.45000000000002,13.0,5.0,2.0,4.0,2.0,1.0,1.0,PAHVAW_FSR
qmof-2774aad,True,66.043,-0.44704000000000005,61.68,5.0,3.0,0.0,2.0,0.0,0.0,0.0,PAHWAX_FSR
qmof-eea62f6,True,380.35600000000005,0.0875999999999999,124.5,28.0,8.0,0.0,8.0,7.0,3.0,3.0,PAHXIG_FSR
qmof-0e116bf,True,42.021,-1.4418000000000002,58.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,DORVUD01_FSR
qmof-6c12fd7,True,42.021,-1.4418000000000002,58.7,3.0,3.0,0.0,0.0,0.0,0.0,0.0,DORWEO_FSR
qmof-e0a9631,False,,,,,,,,,,,UZEPEV_FSR
qmof-15d237d,True,532.2900000000001,1.1956,124.5,31.0,9.0,0.0,8.0,8.0,3.0,3.0,BIKXIE_FSR
qmof-de728cd,True,264.236,0.72,80.25999999999999,20.0,4.0,0.0,4.0,2.0,3.0,3.0,NETXUI_FSR
qmof-3787d32,True,228.09599999999998,-0.3010100000000001,146.48999999999998,16.0,10.0,0.0,7.0,3.0,0.0,1.0,VOLJAH01_FSR
qmof-3ce92c0,True,108.14399999999999,1.09344,25.78,8.0,2.0,0.0,2.0,0.0,1.0,1.0,VOLKEM_FSR
qmof-5cbf12d,True,90.065,0.13163,71.37,7.0,3.0,0.0,3.0,0.0,0.0,0.0,VIZCEN_FSR
qmof-d72a836,False,,,,,,,,,,,NIKREG_FSR
qmof-d976696,True,58.085,0.66498,23.79,3.0,2.0,0.0,1.0,0.0,0.0,0.0,NILLEA_FSR
qmof-e5376d7,True,210.121,-4.068699999999999,133.27999999999997,15.0,7.0,0.0,7.0,1.0,1.0,1.0,NIMVEL_FSR
qmof-e8122f2,True,210.121,-4.068699999999999,133.27999999999997,15.0,7.0,0.0,7.0,1.0,1.0,1.0,NIMVIP_FSR
qmof-88dbbc6,True,355.2380000000001,-2.4376999999999986,185.89000000000001,26.0,10.0,1.0,7.0,7.0,2.0,2.0,ENOSEH_FSR
qmof-647f2f7,True,376.36800000000005,1.0692,115.27000000000001,28.0,7.0,0.0,7.0,5.0,3.0,3.0,PADCEE_FSR
qmof-d7d4799,False,,,,,,,,,,,OYEKOT_FSR
qmof-debe154,True,196.29999999999998,0.9550000000000001,52.04,12.0,4.0,2.0,2.0,2.0,1.0,1.0,OYOHUG_FSR
