qmof_id,name,analysis_bin,info.pld,info.lcd,info.density,info.volume,info.natoms,info.symmetry.spacegroup_number,info.mofid.topology,info.synthesized,primary_metal,metal_signature,n_metal_types,linker_scaffold
qmof-def34ed,EPIYOT_FSR,bandgap_2.0_to_2.5eV,1.08636,1.97796,1.646410627,667.2148542,56,4,,True,Cu,[Cu],1,O=C1C=CC(=O)N1
qmof-1dc8075,EPIRUS_FSR,bandgap_2.0_to_2.5eV,1.11096,1.93007,1.580801314,747.7549106,72,2,,True,Cu,[Cu],1,
qmof-0782391,NESPAC_FSR,bandgap_2.0_to_2.5eV,0.90579,1.55656,2.647810246,558.2768685,52,2,,True,Cu,[Cu][Cu](Br)Br,1,c1ccc2nccnc2c1
qmof-905f6f5,EQIZAF_FSR,bandgap_2.0_to_2.5eV,1.08135,1.93739,3.225700484,377.8390756,28,11,,True,Cu,Br[Cu][Cu]Br,1,c1cncnc1
qmof-12d3e65,NEXLIN_FSR,bandgap_2.0_to_2.5eV,0.82549,1.93712,1.82363053,474.5361312,47,2,,True,Fe,Cl[Fe]Cl,1,c1ccn2c(-c3cnccn3)nnc2c1
qmof-8af7565,AYIVEK_FSR,bandgap_2.0_to_2.5eV,0.93529,2.23266,2.100549465,942.5653803,78,2,,True,Mo,[Mo][Mo],1,c1cc(-c2ccncc2)ccn1
qmof-940a088,WOXQUX_FSR,bandgap_2.0_to_2.5eV,0.96465,2.48568,2.156568631,749.3352131,64,2,,True,Cd,[Cd]I,1,C(=Cc1ccc2ccccc2n1)c1cccnc1
qmof-aa014ee,WOWYIQ_FSR,bandgap_2.0_to_2.5eV,0.89111,1.42435,2.948385616,414.122306,34,11,sql,True,Cu,Cl[Cu]1(Cl)[Cu][Cu]1,1,c1cnccn1
qmof-bfc5248,AYATUR_FSR,bandgap_2.0_to_2.5eV,0.97561,3.56826,3.524409074,730.323409,59,2,,True,Ag,[Ag][Ag]|[O][U]([O])[OH2]|[O][U][O],3,C1CCOC1
qmof-2d64b34,MARHEU_FSR,bandgap_2.0_to_2.5eV,0.69571,2.15183,2.86787597,974.7908164,94,2,,True,Ag,[Ag][Ag],1,c1cnccn1
qmof-34904e2,FERVOP_FSR,bandgap_2.0_to_2.5eV,2.76903,4.0438,1.709480245,1701.461861,105,12,,True,Ag,[Ag]1[Ag][Ag]1|[Fe],2,
qmof-d7633f2,MASVUY_FSR,bandgap_2.0_to_2.5eV,1.14797,2.33218,1.421325319,669.7949205,79,2,,True,Ni,[Ni],1,
qmof-194d013,FETLUM_FSR,bandgap_2.0_to_2.5eV,1.13832,1.82277,2.642717296,823.4161157,56,14,sql,True,Cu,[Cu][Cu],1,
qmof-755604a,MARHUI_FSR,bandgap_2.0_to_2.5eV,1.28563,2.00984,2.499987678,830.4731834,68,14,,True,Cu,unknown,0,
qmof-7cb4137,MAPCOW_FSR,bandgap_2.0_to_2.5eV,0.94763,1.81389,1.933486935,756.2372912,72,14,,True,Cu,unknown,0,
qmof-3c2a00c,VIPXIC_FSR,bandgap_2.0_to_2.5eV,1.04347,2.88531,1.611205815,903.4666626,96,1,bex,True,Mn,[OH2][Mn][OH2],1,c1cc(CC(c2ccncc2)C(Cc2ccncc2)c2ccncc2)ccn1.c1ccccc1
qmof-1794723,VIXBEK_FSR,bandgap_2.0_to_2.5eV,3.83721,4.27505,2.346182714,896.4228926,54,15,,True,Cu,I[Cu][Cu]I,1,c1cc(SSSc2ccncc2)ccn1
qmof-ef5cc84,EMEMAK01_FSR,bandgap_2.0_to_2.5eV,1.02645,1.86092,3.281154274,989.9850821,80,14,,True,Cu,[Cu][Cu](I)I,1,c1cnccn1
qmof-8ed0ec6,EMELOX_FSR,bandgap_2.0_to_2.5eV,1.03229,2.08665,2.462425607,1610.844198,144,14,sql,True,Cu,I[Cu]([Cu][Cu][Cu](I)I)I,1,c1cnccn1
qmof-ee1da8c,EMELIR_FSR,bandgap_2.0_to_2.5eV,0.97327,2.09153,2.481474205,1598.478837,144,14,sql,True,Cu,[Cu][Cu](I)I,1,c1cnccn1
qmof-d689892,EMAZAT_FSR,bandgap_2.0_to_2.5eV,0.76841,1.9075,2.481673615,770.7979776,72,15,,True,Ag,unknown,0,
qmof-0e5e7e0,NOKZUK_FSR,bandgap_2.0_to_2.5eV,1.10909,2.18945,1.714777129,1114.289418,110,15,,True,Mn,[Mn],1,c1ccccc1
qmof-172319f,NIXPOC_FSR,bandgap_2.0_to_2.5eV,1.04183,1.95622,1.836814588,1033.385972,104,14,sra,True,Cu,[Cu],1,c1cc(C2=NN=N[N]2)cc(-c2ccncc2)c1
qmof-a1d95f7,NOFQIK_FSR,bandgap_2.0_to_2.5eV,1.32877,2.01166,2.589873229,813.6454575,64,8,,True,Cu,I[Cu]I|[Cu],2,
qmof-c041b36,ENCTMN_FSR,bandgap_2.0_to_2.5eV,0.97428,1.95508,1.478701902,592.4398295,61,2,,True,Mn,unknown,0,
qmof-02650f9,MALQUN_FSR,bandgap_2.0_to_2.5eV,1.05383,2.03928,3.13431516,681.5123681,46,15,,True,Pb,unknown,0,
qmof-e7ef967,LUXJIZ_FSR,bandgap_2.0_to_2.5eV,1.15236,2.22837,1.485125015,1329.385539,132,2,,True,Mn,[OH2][Mn],1,c1ccc([N][N]c2ccccc2)cc1
qmof-e58cc9d,FIKKOC01_FSR,bandgap_2.0_to_2.5eV,0.83654,1.92182,2.504485522,454.3068739,42,2,,True,Cu,unknown,0,
qmof-9ca5469,WUGJAK_FSR,bandgap_2.0_to_2.5eV,1.47774,3.57919,1.438434317,1015.494185,79,1,,True,Fe,unknown,0,
qmof-a680360,WUFFIN_FSR,bandgap_2.0_to_2.5eV,0.85617,1.75295,2.155404793,692.3910173,72,14,sql,True,Cu,[Cu][Cu],1,O=C1[N]NC(=O)c2ccccc21
qmof-d798ea0,LULGEF_FSR,bandgap_2.0_to_2.5eV,1.48289,2.69821,1.802446671,551.1968337,54,14,,True,Co,[Co],1,O=C([N][N]C(=O)c1ccncc1)c1ccncc1
qmof-04a422b,LUMSIX_FSR,bandgap_2.0_to_2.5eV,3.34311,5.4597,1.3252546,1538.578054,122,2,,True,Cu,I[Cu][Cu]I,1,C(=NCCCCCCCCN=Cc1ccncc1)c1ccncc1
qmof-c136b83,LOTQUG_FSR,bandgap_2.0_to_2.5eV,1.1147,2.29085,1.621549566,1094.709405,96,2,,True,Cu,[Cu],1,c1cc(-c2ccncc2)ccn1
qmof-a34c45f,LOTQAM_FSR,bandgap_2.0_to_2.5eV,0.93811,2.13115,1.662934402,1038.408171,102,15,,True,Cu,[Cu],1,c1ccc2c(-c3ccncc3)c3ccccc3c(-c3ccncc3)c2c1
qmof-330d191,FIPHOD_FSR,bandgap_2.0_to_2.5eV,0.90332,2.89953,1.598203936,552.6522648,62,1,,True,Cu,[Cu]|[Fe],2,
qmof-fe96a80,LOHKOK_FSR,bandgap_2.0_to_2.5eV,1.25305,2.16249,1.700454402,777.8695385,80,33,,True,Na,[Na],1,O=C1[N]NC(=O)c2ccccc21
qmof-0be35a0,EHAFEZ_FSR,bandgap_2.0_to_2.5eV,1.22898,1.90484,1.5896677,510.0476364,44,2,,True,Na,unknown,0,
qmof-caff655,VIRJOW_FSR,bandgap_2.0_to_2.5eV,3.08168,4.48474,1.320939438,1106.173169,82,2,,True,Zn,[Zn],1,c1ccccc1
qmof-f9909c4,EHUFAP_FSR,bandgap_2.0_to_2.5eV,3.18165,4.13094,1.498605893,1806.78297,150,165,,True,Cu,[Cu],1,C1=NC=N[C]1c1ccc([C]2C=NC=N2)cc1
qmof-903f166,OBOGIX_FSR,bandgap_2.0_to_2.5eV,1.3028,2.40916,2.226223309,556.3009962,42,15,,True,Mn,Br[Mn]Br,1,c1cnc(-c2ncccn2)nc1
qmof-e49dfd4,EKINOB_FSR,bandgap_2.0_to_2.5eV,0.94313,1.79956,2.220688855,267.8276092,24,2,,True,Cu,Cl[Cu],1,c1ccnnc1
qmof-182e268,NUKLOV_FSR,bandgap_2.0_to_2.5eV,1.08107,1.96993,2.601896256,1131.110677,96,14,,True,Cu,unknown,0,
qmof-00afe28,LOVSOE_FSR,bandgap_2.0_to_2.5eV,0.9512,1.81489,1.732146654,318.1055437,26,8,,True,Cu,[Cu],1,
qmof-7080970,FIWVAK_FSR,bandgap_2.0_to_2.5eV,1.44657,1.9823,2.275964788,1460.13249,136,14,,True,Ru,[Ru][Ru],1,
qmof-f4beb93,FIVCIX_FSR,bandgap_2.0_to_2.5eV,1.03684,2.15466,1.843493987,1696.207772,144,14,,True,Cu,I[Cu][Cu]I,1,C(#Cc1ccccc1C#Cc1ccccn1)c1ccccn1
qmof-a8c7976,LODPUR_FSR,bandgap_2.0_to_2.5eV,1.75158,2.69296,1.556495592,985.3600369,94,2,dia,True,Zn,[Zn],1,C1=NC=C(c2ccc(C3=CN=C[N]3)cc2)[N]1.c1ccccc1.c1ncc(-c2ccc(-c3cnc[nH]3)cc2)[nH]1
qmof-4c64da3,LOBXEH_FSR,bandgap_2.0_to_2.5eV,1.59931,2.6225,2.003498426,431.0969594,44,2,,True,Co,[Co]|[OH2][Co]([OH2])([OH2])[OH2],2,c1ccncc1
qmof-5dcb48a,LIWHEF_FSR,bandgap_2.0_to_2.5eV,1.37502,1.8693,1.803103713,639.4851985,56,4,,True,Cu,unknown,0,
qmof-0b22857,LIXROZ_FSR,bandgap_2.0_to_2.5eV,1.26522,1.99886,2.591614963,1135.051811,72,33,,True,Cu,unknown,0,
qmof-70f4cf7,OGUKAE_FSR,bandgap_2.0_to_2.5eV,1.34102,2.65955,1.725718845,665.2898431,46,2,,True,Zn,[Zn],1,c1nncn1[N][N]n1cnnc1
qmof-c702b6f,EDEVER_FSR,bandgap_2.0_to_2.5eV,3.79534,5.56583,1.121436266,1740.175693,133,2,,True,Ca,unknown,0,
qmof-a4d0def,OHOXIS_FSR,bandgap_2.0_to_2.5eV,0.9478,2.73259,1.78476582,553.9906316,48,2,,True,Cu,[OH2][Cu],1,
qmof-e6dada5,OHIZIO01_FSR,bandgap_2.0_to_2.5eV,0.7074,1.3809,2.319082214,633.0564647,60,14,,True,Mn,[Mn],1,c1cnccn1
qmof-ef42d2a,OGAWEA_FSR,bandgap_2.0_to_2.5eV,0.80186,1.62823,2.092448027,749.5848575,76,14,sql,True,Cu,Cl[Cu][Cu]Cl,1,c1ccncc1
qmof-9f89994,EFABOF_FSR,bandgap_2.0_to_2.5eV,1.20153,3.65307,1.57878085,1224.043167,106,2,,True,Cu,unknown,0,
qmof-cbf7280,OGUHII_FSR,bandgap_2.0_to_2.5eV,1.24494,4.00492,1.584242812,1054.268747,96,2,,True,Cu,[Cu],1,O=C1NC(=O)[C]2N=NN=C2N1.O=c1[nH]c2c(c(=O)[nH]1)N=N[N]2.c1cnc(-c2ncccn2)nc1
qmof-228a2e8,OGIJUK_FSR,bandgap_2.0_to_2.5eV,0.91696,2.00399,1.659287259,1047.216531,98,2,,True,Ni,[Ni],1,
qmof-44c1049,OFACAB_FSR,bandgap_2.0_to_2.5eV,2.95388,3.50334,1.490143228,684.7395983,56,12,sql,True,Cu,Cl[Cu]([Cu])Cl,1,c1cc(N(c2ccncc2)c2ccc(N(c3ccncc3)c3ccncc3)cc2)ccn1
qmof-3de2d70,FODLEQ03_FSR,bandgap_2.0_to_2.5eV,1.35948,2.07134,1.623891413,827.5704178,75,144,,True,Cu,[Cu],1,
qmof-89b132d,WURYOZ_FSR,bandgap_2.0_to_2.5eV,1.51949,4.55594,2.006583272,1157.366583,92,2,,True,Cu,[Cu][Cu](I)I,1,c1cnc(C2CC(c3cnccn3)CC(c3cnccn3)C2)cn1
qmof-0bcba24,WUXMOR03_FSR,bandgap_2.0_to_2.5eV,0.94647,1.43984,1.879142187,947.7069825,96,4,,True,Mn,F[Mn](F)F,1,c1cc(-c2ccncc2)ccn1
qmof-517abf2,AWIBEP_FSR,bandgap_2.0_to_2.5eV,0.81661,2.43148,2.194577391,843.3567562,92,2,pcu,True,Lu,[OH2][Lu],1,c1ccccc1
qmof-1d20a91,AWIBAL_FSR,bandgap_2.0_to_2.5eV,3.96442,4.71587,1.757614981,948.9516681,74,2,pcu,True,Lu,[OH2][Lu][OH2],1,c1ccccc1
qmof-c71dee9,FOFWII_FSR,bandgap_2.0_to_2.5eV,1.22458,2.03329,1.704560856,1105.089597,108,2,,True,Fe,[Fe]1[S]2[Fe]31[Fe]12[S]3[Fe]1|[K],2,C1COCCOCCOCCOCCOCCO1
qmof-92b4b13,LIDYAZ_FSR,bandgap_2.0_to_2.5eV,0.88609,1.79765,3.387392351,958.9363872,80,14,,True,Cu,I[Cu][Cu]I,1,c1cnccn1
qmof-68d8b85,FOPLAZ_FSR,bandgap_2.0_to_2.5eV,0.92137,1.82929,1.628340687,742.1945072,72,11,,True,Cu,[Cu],1,
qmof-f85239d,FOKHIW_FSR,bandgap_2.0_to_2.5eV,0.93683,2.26162,1.635570805,1150.31099,122,4,hcb,True,K,[OH2][K][OH2],1,O=C1c2ccccc2C(=O)c2cc(C3CCCCO3)ccc21
qmof-335b492,OLIZAK_FSR,bandgap_2.0_to_2.5eV,0.83999,1.36298,1.763970476,844.2812929,64,14,"ERROR,UNKNOWN",True,K,[K],1,O=C1C=CC(=O)N1
qmof-99503b5,ECAZUG_FSR,bandgap_2.0_to_2.5eV,0.96463,1.67972,2.127484539,944.8566704,92,14,,True,Cu,[Cu]Br,1,c1ccc2[nH]nnc2c1
qmof-e6e27de,EBOSOG_FSR,bandgap_2.0_to_2.5eV,0.89495,1.88489,1.847217216,463.2694378,51,2,,True,Mn,[OH2][Mn][OH2],1,c1ncn(-c2ccc(C3=NN=N[N]3)cc2)n1
qmof-0bf1c5d,VEFHAQ_FSR,bandgap_2.0_to_2.5eV,1.61996,3.5035,1.818417849,889.8713422,74,2,,True,Ag,unknown,0,
qmof-bfae863,OKECEO_FSR,bandgap_2.0_to_2.5eV,1.30286,2.21819,1.604622998,1081.112344,106,2,,True,Co,unknown,0,
qmof-c3c94d3,OJOLIK_FSR,bandgap_2.0_to_2.5eV,0.96075,2.03106,1.873390796,1317.550674,122,14,,True,Hg,unknown,0,
qmof-3847280,VEYXIH_FSR,bandgap_2.0_to_2.5eV,1.0651,1.91489,3.372652773,747.9845143,54,2,,True,Cu,I[Cu]([Cu][Cu][Cu](I)I)I|I[Cu][Cu]I,2,[CH]1C=CC=CN1c1ccncc1
qmof-d45c96f,VEVFUX_FSR,bandgap_2.0_to_2.5eV,0.91247,1.82423,2.587916017,286.8667399,24,13,,True,Cu,[Cu]Br,1,c1cnccn1
qmof-70b2910,DUYPUK_FSR,bandgap_2.0_to_2.5eV,0.78186,1.90941,2.036580867,850.3856508,76,14,,True,Cu,[Cu][Cu],1,
qmof-92074bc,EBASOR_FSR,bandgap_2.0_to_2.5eV,1.51501,2.90529,1.750243493,585.6488986,53,2,,True,Co,[OH2][Co][OH2],1,c1cc(-c2ccncc2)ccn1
qmof-5533340,VAVQUF_FSR,bandgap_2.0_to_2.5eV,1.01367,2.13344,1.720487217,898.0557233,82,9,,True,Co,[Co],1,c1ccccc1
qmof-9da8e10,VAQQEK_FSR,bandgap_2.0_to_2.5eV,1.30568,1.82129,2.850449212,976.9740156,86,2,,True,Mo,[Cu]|[Mo]|[O],3,
qmof-d75d8da,OMECIS_FSR,bandgap_2.0_to_2.5eV,1.45082,2.12403,1.578567801,537.6946112,61,2,,True,Ni,[Ni],1,c1ccccc1
qmof-4721a8e,EBIVES_FSR,bandgap_2.0_to_2.5eV,1.08316,2.43637,1.607368375,1194.613366,102,2,hcb,True,Zn,[Zn],1,C(=Cc1ccncc1)c1ccncc1.c1ccccc1
qmof-0f66a7d,EBIVAO_FSR,bandgap_2.0_to_2.5eV,3.54055,4.07373,1.547157528,989.6383882,70,2,sql,True,Zn,[Zn],1,c1cc(-c2ccncc2)ccn1.c1ccccc1
qmof-abf9b57,OMUYUR_FSR,bandgap_2.0_to_2.5eV,3.3953,5.89466,1.496107726,1638.478344,128,2,,True,Cu,[Cu],1,c1ccccc1
qmof-877d368,OMURIY_FSR,bandgap_2.0_to_2.5eV,0.70375,1.8273,3.031672521,916.9497351,72,15,,True,Sn,[Sn][O]1[Sn][O]([Sn]1)[Sn],1,c1ccncc1
qmof-9a7a515,OLUNEO_FSR,bandgap_2.0_to_2.5eV,1.37259,3.58009,1.260511354,1616.542628,144,23,,True,Rh,[Rh][Rh],1,
qmof-c9f20d8,OLOQOV_FSR,bandgap_2.0_to_2.5eV,0.82494,1.48306,1.795581642,686.6672611,68,15,,True,Cu,Cl[Cu],1,O=C(OCCOC(=O)c1ccncc1)c1ccncc1
qmof-5583708,XAQWAO_FSR,bandgap_2.0_to_2.5eV,0.85701,2.33622,1.495987196,714.4007952,77,2,,True,Mn,[Mn],1,c1cc(Cn2ccnc2)cc(Cn2ccnc2)c1
qmof-85790cf,XAQBOI_FSR,bandgap_2.0_to_2.5eV,0.92558,1.8483,1.710064631,717.1811966,72,2,,True,Cu,unknown,0,
qmof-b7cf313,XAPGOK_FSR,bandgap_2.0_to_2.5eV,0.90842,2.2339,2.43193522,921.5846198,72,62,lvt,True,Ag,[Ag],1,c1cnccn1
qmof-feff9d6,LELPAV_FSR,bandgap_2.0_to_2.5eV,0.73821,2.32084,2.752662426,1066.252172,96,14,sql,True,Ag,[Ag]1[Ag]2[Ag]1[Ag]2,1,c1ccccc1
qmof-ea2f1f4,FOSQOU_FSR,bandgap_2.0_to_2.5eV,0.86231,1.47451,1.811566347,597.7893662,65,2,,True,Cu,[OH2][Cu][OH2],1,c1ccc([N][N]c2ccccc2)cc1
qmof-05c1e93,LEBGEG_FSR,bandgap_2.0_to_2.5eV,1.06309,2.21807,2.015276817,782.7639011,80,2,,True,Gd,[Gd],1,O=C1[CH]C(=O)C(=O)[CH]C1=O
qmof-a22c08f,LEHZOP_FSR,bandgap_2.0_to_2.5eV,0.94261,1.59926,2.997933429,1926.971337,144,62,,True,Cu,unknown,0,
qmof-c95d01f,XANKIH_FSR,bandgap_2.0_to_2.5eV,1.30434,2.37693,2.47969024,866.0421199,76,2,,True,Cu,[Cu]Br|[Cu][Cu](Br)Br,2,c1cnccn1
qmof-222fb1a,XEBXIL_FSR,bandgap_2.0_to_2.5eV,0.66717,2.00983,2.296036844,828.6786729,86,14,,True,V,[Mn]|[O]|[V],3,
qmof-76b43c3,XEBMOG_FSR,bandgap_2.0_to_2.5eV,0.72104,1.36697,2.139409107,599.5535429,60,14,,True,Cu,Cl[Cu],1,c1cnccn1
qmof-5692e6a,XEBMIA_FSR,bandgap_2.0_to_2.5eV,0.81366,1.421,2.487563062,634.3319782,60,14,,True,Cu,[Cu]Br,1,c1cnccn1
qmof-fc36310,BIJXOJ_FSR,bandgap_2.0_to_2.5eV,1.18775,2.42239,2.460962228,835.5975678,72,15,,True,Cu,I[Cu][Cu]I,1,C(=NN=Cc1ccccn1)c1ccccn1
qmof-fd8c6e6,BIHRAO_FSR,bandgap_2.0_to_2.5eV,1.27385,2.16277,1.731892574,1227.380666,110,2,,True,K,unknown,0,
qmof-be091d4,OWABUL_FSR,bandgap_2.0_to_2.5eV,1.46809,2.17061,1.937557601,951.9960175,84,14,sql,True,Cu,[Cu],1,
qmof-038174d,OXAZUK_FSR,bandgap_2.0_to_2.5eV,0.85547,1.77425,2.39538163,927.5520426,72,19,,True,Cd,unknown,0,
qmof-a5380bd,OXAZOE_FSR,bandgap_2.0_to_2.5eV,0.78119,1.93155,2.101323978,767.6260589,66,15,,True,Cd,unknown,0,
qmof-362d57a,DUPTUE_FSR,bandgap_2.0_to_2.5eV,0.98048,2.65107,1.919830853,980.6840983,80,2,,True,Cu,unknown,0,
qmof-c81cb2d,OSOMAM_FSR,bandgap_2.0_to_2.5eV,1.05766,1.7935,3.064347195,1359.259875,124,15,,True,Ag,unknown,0,
qmof-51990f7,OROZUR_FSR,bandgap_2.0_to_2.5eV,0.78339,1.51633,2.199385102,1380.093861,128,61,pyr,True,Mn,Cl[Mn],1,c1cc[nH+]cc1
qmof-d0dfc27,ORAPUT_FSR,bandgap_2.0_to_2.5eV,1.54309,3.13362,2.03512123,848.0852362,69,2,,True,Ru,[Ni]|[Ru][Ru],2,
qmof-67cdba3,BIMSAU_FSR,bandgap_2.0_to_2.5eV,1.17274,2.26695,1.686746657,941.7181479,94,1,,True,Mn,[OH2][Mn],1,c1ccc(Oc2ccccc2)cc1.c1cn(-c2ccc(-n3ccnc3)cc2)cn1
qmof-ed19d45,BIKMIT_FSR,bandgap_2.0_to_2.5eV,0.8701,1.57682,2.107910203,635.433004,60,15,,True,Cu,[Cu],1,c1cnccn1
qmof-719983e,UZEBAE_FSR,bandgap_2.0_to_2.5eV,0.95157,1.77331,2.765970936,681.8476423,60,31,,True,Cu,unknown,0,
qmof-b4b183a,UZEBAE01_FSR,bandgap_2.0_to_2.5eV,0.89544,1.80117,2.780255923,678.3443013,60,18,,True,Cu,[Cu]1[Cu][Cu]1|[I],2,
qmof-dcf8193,PAFWAX_FSR,bandgap_2.0_to_2.5eV,1.21751,1.79596,1.994089304,1000.872828,86,14,,True,Cu,[Cu],1,
qmof-5a1ec49,DOVQAI_FSR,bandgap_2.0_to_2.5eV,1.01296,1.94453,2.573993377,1639.09459,148,14,,True,Cu,unknown,0,
qmof-5b36cd1,DUFGIW_FSR,bandgap_2.0_to_2.5eV,1.00154,1.99443,1.744002052,689.2034911,74,14,,True,Cu,unknown,0,
qmof-2dd47d8,OXUXAI02_FSR,bandgap_2.0_to_2.5eV,1.57063,3.08642,2.191104391,1066.146005,90,13,,True,Pb,unknown,0,
qmof-46322fa,OZAXOE_FSR,bandgap_2.0_to_2.5eV,1.66529,2.10204,1.812380911,656.3097919,64,2,kgd,True,Mn,[OH2][Mn],1,[CH]1C=CC=CN1c1ccccc1
qmof-90458ae,BIJYAW_FSR,bandgap_2.0_to_2.5eV,1.03839,2.48928,2.407660785,854.0962516,72,15,,True,Cu,unknown,0,
qmof-a4ece54,BIJXUP_FSR,bandgap_2.0_to_2.5eV,1.20567,2.08944,2.506495626,410.2089847,36,2,,True,Cu,unknown,0,
qmof-ab89669,AVONEG_FSR,bandgap_2.0_to_2.5eV,0.97952,1.97904,1.95310324,1403.464036,140,14,,True,Cd,unknown,0,
qmof-001ef83,XEHFOH_FSR,bandgap_2.0_to_2.5eV,0.96452,2.03808,2.529040044,624.0663072,58,11,,True,Cu,[Cu]|[Cu]I,2,[CH]1C(c2cccnc2)=NN=C1c1cccnc1
qmof-b9e6452,LAXNII_FSR,bandgap_2.0_to_2.5eV,1.92055,2.91456,1.48523094,1062.924747,98,15,dmd,True,Mn,[Mn],1,c1ccc(-c2ccccc2)cc1
qmof-b5821fa,FOZQUI_FSR,bandgap_2.0_to_2.5eV,1.47431,3.80245,1.604381454,1632.089624,148,15,,True,Co,[Co],1,c1cc(-c2ccncc2)ccn1.c1ccc(Oc2cccnc2)cc1
qmof-715f306,FUHNUT_FSR,bandgap_2.0_to_2.5eV,1.01693,1.61236,2.533984637,661.7778208,60,2,,True,Ag,[Ag]1[Ag][Ag][Ag]1,1,c1ccccc1
qmof-a9f6b42,LATRAC_FSR,bandgap_2.0_to_2.5eV,0.94189,3.36251,1.730348572,1030.231474,96,2,sql,True,Cd,[OH2][Cd],1,c1cc([N][N]c2ccncc2)ccn1.c1ccc(COc2ccccc2)cc1
qmof-ab5d6dc,LAMXOO_FSR,bandgap_2.0_to_2.5eV,0.91111,1.63792,1.833084913,585.5166641,58,2,,True,Co,[Co],1,
qmof-ba60a35,FUXCEI_FSR,bandgap_2.0_to_2.5eV,3.24786,4.32395,1.579739704,1751.242296,102,1,,True,Ag,[Ag],1,c1csc(-c2ccc(-c3cccs3)s2)c1
qmof-2e3e058,LAGSEU_FSR,bandgap_2.0_to_2.5eV,1.03341,1.90604,1.980221537,718.3989129,64,14,,True,Cu,Cl[Cu][Cu]Cl,1,c1cnccn1
qmof-e951f69,LAGRIX_FSR,bandgap_2.0_to_2.5eV,0.9002,1.74209,1.902524839,880.5717507,84,14,,True,Cu,Cl[Cu],1,c1cc(-c2ccncc2)ccn1
qmof-6dead95,GACTUA_FSR,bandgap_2.0_to_2.5eV,1.01905,1.92071,1.750054992,979.6763517,92,5,,True,Mn,[Mn],1,C(=NN=Cc1ccccn1)c1ccccn1
qmof-163ccaa,UVUPIM_FSR,bandgap_2.0_to_2.5eV,1.20555,3.47978,2.015738618,837.7107434,58,2,,True,Cd,Br[Cd]Br,1,c1ccc(C2=N[N]C(c3ccccn3)=N[N]2)nc1
qmof-efeaa2d,PAZSIT_FSR,bandgap_2.0_to_2.5eV,1.29442,2.04144,1.449074179,1386.555324,143,2,,True,K,unknown,0,
qmof-71cc7da,PAWXUJ_FSR,bandgap_2.0_to_2.5eV,0.86257,1.40156,2.52111885,616.3969247,56,62,sql,True,Ag,[Ag],1,c1cnccn1
qmof-1f9df20,PAKTIF_FSR,bandgap_2.0_to_2.5eV,0.94317,1.95865,2.874640968,1747.218682,132,14,,True,Ag,[Ag]|[S]|[W]1[Ag][W][Ag]1,3,S=c1[nH]cc[nH]1
qmof-3ff41fb,PAMBUB_FSR,bandgap_2.0_to_2.5eV,1.07475,1.91284,1.918434775,938.687432,84,2,,True,Ag,[Ag],1,c1ccc(-c2n[nH]c(-c3ccco3)c3cccc2-3)cc1
qmof-e7a1a72,PASBUI_FSR,bandgap_2.0_to_2.5eV,1.05982,4.67324,2.087607789,1406.35295,114,2,,True,Cu,[S]12[Cu]345[Cu]671[W]1823[S]4[Cu]561[S]78,1,
qmof-7e84f6f,UYOHOH_FSR,bandgap_2.0_to_2.5eV,1.87144,3.19549,1.659067474,781.0995513,76,2,,True,Mn,[OH2][Mn][OH2],1,[CH]1C=CC=CN1Cc1ccccc1
qmof-3301d94,LAJZOO_FSR,bandgap_2.0_to_2.5eV,1.01095,1.85883,1.655747215,1044.930738,104,2,,True,Cu,[Cu],1,c1cc(-c2ccncc2)ccn1.c1ccc(Oc2ccccc2)cc1.c1ccc(Oc2ccccc2)cc1
qmof-07388f0,LAJPEU_FSR,bandgap_2.0_to_2.5eV,1.17155,3.51347,2.601307861,1618.632645,139,2,,True,Mo,[Cu]|[Cu]O[Mo]1([O])O[Mo]([O])([O])O[Mo]([O])([O])O[Mo](O[Mo](O[Mo](O1)([O])[O])([O])[O])([O])O[Cu],2,O1[AsH]O[AsH]O[AsH]1.[CH]1N=C[N]N1CCCN1[CH]N=C[N]1
qmof-15e8a31,LAMCAE_FSR,bandgap_2.0_to_2.5eV,1.43505,1.88472,2.044998567,479.1878431,50,15,,True,Mn,[OH2][Mn][OH2],1,c1cncnc1
qmof-2cf73c1,XEMBUN_FSR,bandgap_2.0_to_2.5eV,1.01947,1.9411,2.802866829,844.594335,72,36,,True,Au,unknown,0,
qmof-0de9112,GAFLEG_FSR,bandgap_2.0_to_2.5eV,1.05919,1.84403,1.987398677,1185.419607,116,14,,True,Cu,unknown,0,
qmof-fb59727,LACFEC_FSR,bandgap_2.0_to_2.5eV,1.19978,2.32156,2.255339712,842.5843449,80,2,,True,Cu,[Cu],1,c1c([C]2NCCO2)cc(C2=NCCO2)cc1C1=NCCO1
qmof-ad50634,KULTOB_FSR,bandgap_2.0_to_2.5eV,3.68951,3.98252,1.682981779,1302.74112,104,29,,True,Ag,[Ag],1,c1ccc2nc3ccccc3cc2c1
qmof-0ca8b3d,GAKYAU_FSR,bandgap_2.0_to_2.5eV,1.17909,2.37784,2.311294149,935.8092507,78,2,,True,Cu,I[Cu]([Cu](I)I)I|[Cu][Cu],2,c1ccc(-c2ccnc(SCCCCCCSc3nccc(-c4ccccc4)n3)n2)cc1
